name,name_simbadable,ref_discovery,flag,ref_flag,age_category,age_category_justification,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,designation_P1_formula,g_P1,gerr_P1,ref_g_P1,r_P1,rerr_P1,ref_r_P1,i_P1,ierr_P1,ref_i_P1,z_P1,zerr_P1,ref_z_P1,y_P1,yerr_P1,ref_y_P1,designation_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,designation_ukidss,J_ukidss,Jerr_ukidss,H_ukidss,Herr_ukidss,K_ukidss,Kerr_ukidss,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,designation_WISE,W1,W1err,ref_W1,W2,W2err,ref_W2,W3,W3err,ref_W3,W4,W4err,ref_W4,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,dist_formula,disterr_formula,dist_formula_source,spex_slit_size,spex_prism_snr,spex_prism_ref,best_fit_atmo_model_name,reduced_chi2_best_fit,teff_atmo,radius_atmo,logg_atmo,log_lbol_lsun,log_lbol_lsun_err,lbol_flag,evo_model_name,teff_evo,teff_evo_err,radius_evo,radius_evo_err,mass_evo,mass_evo_err,logg_evo,logg_evo_err
2MASS J13595510-4034582,2MASS J13595510-4034582,Reid08b,lowg,Bard19,beta,Bard19,209.9796,-40.5829,Gaia23,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J13595510-4034582,13.645,0.026,Cutr03,13.034,0.029,Cutr03,12.566,0.029,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,13.58,0.03,Fahe12,13.06,0.03,Fahe12,12.54,0.03,Fahe12,CWISE J135955.14-403506.2,12.211,0.012,Maro21,11.936,0.008,Maro21,11.35,0.127,Cutr13,9.449,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,47.35,0.2,Gaia23,Null,Null,beta,Bard19,L1,Reid08b,L2 beta,Bard19,11,12,11,21.12,0.09,dist_plx_formula,0.5,133.0; 258.0; 167.0; 158.0; 143.0; 143.0,Burg17,BT-Settl,30,2300,0.84,4,-3.77,0.02,FALSE,BHAC15,1826,88,1.3,0.12,24.86,10.22,4.58,0.25
SDSS J140023.12+433822.3,2MASS J14002320+4338222,Chiu06,Null,Null,Rhea468,Gagn22,210.0966,43.6394,PS1,PSO J210.0955+43.6394,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,19.559,0.022,Cham16,18.398,0.015,Cham16,2MASS J14002320+4338222,16.301,0.093,Cutr03,15.094,0.077,Cutr03,14.487,0.077,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.194,0.011,Schn23b,15.244,0.05,Schn23b;UCS_23,14.499,0.009,Schn23b,CWISE J140022.85+433822.2,13.83,0.013,Maro21,13.39,0.01,Maro21,12.118,0.249,Cutr13,9.093,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,41,3,Best20,Null,Null,FLD-G,Sang23,Null,Null,L7:,Chiu06,NaN,17,17,24.4,1.8,dist_plx_formula,0.5,30.0; 68.0; 66.0; 59.0; 58.0; 73.0,Burg10a,BT-Settl,9.6,1500,0.83,5.5,-4.49,0.09,FALSE,SM08,1334,27,1.06,0.01,36.84,5.81,4.93,0.08
WISE J140035.40-385013.5,2MASS J14003541-3850109,Mace13a,Null,Null,Field,UCS+BANYAN,210.1475,-38.8363,CatWISE,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J14003541-3850109,16.041,0.098,Cutr03,15.821,NaN,Cutr03,15.93,0.05,McMa13,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.884,0.013,McMa13,15.71,0.053,usyn23,15.942,0.055,usyn23,CWISE J140035.39-385014.7,15.275,0.02,Maro21,13.802,0.013,Maro21,12.58,NaN,Cutr13,9.221,NaN,Cutr13,14.53,0.02,13.85,0.02,Mace13a,62,4,Kirk21,Null,Null,Null,Null,Null,Null,T4,Mace13a,NaN,24,24,16.1,1,dist_plx_formula,0.5,16.0; 33.0; 12.0; 17.0; 4.0; 8.0,Mace13a,BT-Settl,4.2,1200,0.68,5.5,-5.05,0.06,FALSE,SM08,962,77,1.07,0.17,21.23,18.69,4.68,0.5
2MASS J14022235+0648479,2MASS J14022235+0648479,Reid08b,Null,Null,Field,UCS+BANYAN,210.5932,6.8133,Gaia23,PSO J210.5933+06.8134,22.408,0.061,Cham16,20.56,0.016,Cham16,17.995,0.005,Cham16,16.513,0.004,Cham16,15.56,0.003,Cham16,2MASS J14022235+0648479,13.719,0.026,Cutr03,13.012,0.023,Cutr03,12.508,0.027,Cutr03,ULAS J140222.38+064848.1,13.642,0.002,12.994,0.002,12.47,0.002,13.642,0.002,Lawr12,12.994,0.002,Lawr12,12.47,0.002,Lawr12,CWISE J140222.41+064848.2,12.157,0.013,Maro21,11.884,0.009,Maro21,11.648,0.177,Cutr13,9.232,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,26.3,0.4,Gaia23,Null,Null,Null,Null,M9,Reid08b,Null,Null,9,NaN,9,38,0.6,dist_plx_formula,0.5,32.0; 101.0; 132.0; 122.0; 105.0; 113.0,Bard14,BT-Settl,70.2,2400,1.44,3.5,-3.23,0.02,TRUE,BHAC15,2638,224,1.16,0.2,91.36,28.06,5.25,0.38
PSO J210.6211-26.9300,Gaia DR2 6273537856003401728,Alle16b; phot Reyl18; Sang23,lowg,Alle16b,INT-G,Alle16b,210.6215,-26.9297,Gaia23,PSO J210.6211-26.9300,NaN,NaN,Null,NaN,NaN,Null,19.894,0.019,Cham16,18.487,0.005,Cham16,17.586,0.009,Cham16,2MASS J14022916-2655467,15.733,0.072,Cutr03,15.175,0.091,Cutr03,14.634,0.1,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.661,0.072,Best21,15.212,0.091,Best21,14.671,0.1,Best21,CWISE J140229.08-265547.9,14.368,0.017,Maro21,14.1,0.019,Maro21,12.11,0.303,Cutr13,8.99,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,14.1,0.6,Gaia23,Null,Null,INT-G,Alle16b,Null,Null,M9.1 INT-G,Alle16b,NaN,9.1,9.1,71,3,dist_plx_formula,0.5,44.0; 54.0; 40.0; 36.0; 37.0; 37.0,Alle16b; Sang23,BT-Settl,15,2400,0.97,4,-3.55,0.04,FALSE,BHAC15,2050,104,1.32,0.13,28.94,12.13,4.63,0.26
2MASS J14044495+4634297,2MASSI J1404449+463429,Cruz07,Null,Null,Field,UCS+BANYAN,211.1873,46.575,Gaia23,PSO J211.1857+46.5755,NaN,NaN,Null,21.094,0.021,Cham16,18.622,0.01,Cham16,17.181,0.007,Cham16,16.214,0.006,Cham16,2MASS J14044495+4634297,14.338,0.029,Cutr03,13.533,0.03,Cutr03,13.057,0.03,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.268,0.004,Schn23b,13.599,0.03,Best21,12.98,0.003,Schn23b,CWISE J140444.59+463431.9,12.624,0.012,Maro21,12.341,0.009,Maro21,11.927,0.165,Cutr13,9.114,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,25.4,0.3,Gaia23,Null,Null,Null,Null,L0:,Cruz07,M9.7,Bard14,10,9.7,10,39.4,0.5,dist_plx_formula,0.5,90.0; 167.0; 143.0; 132.0; 110.0; 119.0,Bard14,BT-Settl,60.2,1800,2.04,5.5,-3.4,0.02,TRUE,BHAC15,2473,208,1.08,0.18,81.37,25.83,5.26,0.37
SDSS J140601.47+524931.0,2MASS J14060148+5249309,West08a,Null,Null,Field,UCS+BANYAN,211.5063,52.8252,Gaia23,PSO J211.5058+52.8251,NaN,NaN,Null,22.071,0.064,Cham16,19.931,0.014,Cham16,18.462,0.01,Cham16,17.488,0.015,Cham16,2MASS J14060148+5249309,15.559,0.052,Cutr03,14.967,0.1,Cutr03,14.562,0.1,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.525,0.052,Best21,14.857,0.051,Schn23b;UCS_23,14.363,0.01,Schn23b,CWISE J140601.38+524930.6,14.018,0.013,Maro21,13.732,0.012,Maro21,12.279,NaN,Cutr13,9.062,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,15.9,0.6,Gaia23,Null,Null,Null,Null,L0,West08a,M9.8,Bard14,10,9.8,10,62.9,2.4,dist_plx_formula,0.5,45.0; 83.0; 52.0; 47.0; 55.0; 53.0,Bard14,BT-Settl,34.2,1800,1.76,5.5,-3.52,0.04,FALSE,BHAC15,2348,207,1.05,0.18,74.33,25.25,5.25,0.38
2MASS J14075361+1241099,ULAS2MASS J1407+1241,Reid08b,Null,Null,FLD-G,Sang23,211.9734,12.6861,Gaia23,PSO J211.9722+12.6862,NaN,NaN,Null,NaN,NaN,Null,20.372,0.012,Cham16,18.731,0.012,Cham16,17.68,0.011,Cham16,2MASS J14075361+1241099,15.378,0.055,Cutr03,14.344,0.043,Cutr03,13.598,0.043,Cutr03,ULAS J140753.44+124110.4,15.34,0.004,14.392,0.005,13.632,0.003,15.333,0.004,Lawr12,14.392,0.005,Lawr12,13.632,0.003,Lawr12,CWISE J140753.30+124110.7,13.086,0.023,Maro21,12.808,0.021,Maro21,12.199,0.266,Cutr13,9.458,NaN,Cutr13,NaN,NaN,12.796,0.016,Kirk21,35.2,1.6,Gaia23,Null,Null,FLD-G,Sang23,L1::,Reid08b,L5,Burg10a,11,15,11,28.4,1.3,dist_plx_formula,0.5,49.0; 120.0; 133.0; 123.0; 124.0; 135.0,Burg10a,BT-Settl,30.2,1800,0.98,5,-4.03,0.04,FALSE,SM08,1510,70,1.4,0.13,13.52,10.87,4.2,0.27
2MASS J14090310-3357565,USNO-B1.0 0560-00310109,Kirk08,Null,Null,Field,UCS+BANYAN,212.263,-33.9657,Gaia23,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J14090310-3357565,14.248,0.026,Cutr03,13.424,0.029,Cutr03,12.865,0.029,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.193,0.026,Best21,13.493,0.029,Best21,12.848,0.029,Best21,CWISE J140903.22-335755.8,12.561,0.013,Maro21,12.323,0.01,Maro21,11.856,0.226,Cutr13,9.278,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,41.2,0.4,Gaia23,Null,Null,Null,Null,L2,Kirk08,L1.3,Bard14,12,11.3,12,24.27,0.24,dist_plx_formula,0.5,79.0; 165.0; 127.0; 111.0; 107.0; 117.0,Bard14,BT-Settl,34.5,1800,1.3,5.5,-3.79,0.02,FALSE,BHAC15,2048,192,1.01,0.19,61.72,24.01,5.19,0.4
2MASSW J1411175+393636,2MASSW J1411175+393636,Kirk00,Null,Null,Field,UCS+BANYAN,212.8224,39.6101,Gaia23,PSO J212.8187+39.6104,NaN,NaN,Null,21.273,0.082,Cham16,19.124,0.034,Cham16,17.562,0.005,Cham16,16.604,0.006,Cham16,2MASS J14111735+3936363,14.64,0.034,Cutr03,13.772,0.035,Cutr03,13.239,0.035,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.574,0.005,Schn23b,13.848,0.035,Best21,13.221,0.004,Schn23b,CWISE J141116.05+393638.0,12.791,0.011,Maro21,12.547,0.009,Maro21,12.216,0.26,Cutr13,9.155,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,33.7,0.4,Gaia23,Null,Null,Null,Null,L1.5,Kirk00,L1.5,Bard14,11.5,11.5,11.5,29.7,0.4,dist_plx_formula,0.5,82.0; 162.0; 140.0; 131.0; 111.0; 121.0,Bard14,BT-Settl,27.5,1800,1.34,5.5,-3.77,0.02,FALSE,SM08,2072,199,1.01,0.19,62.76,24.41,5.2,0.41
WISE J141144.13-140300.5,2MASS J14114418-1402543,Thom13,Null,Null,Field,UCS+BANYAN,212.9341,-14.0487,Gaia23,PSO J212.9338-14.0502,NaN,NaN,Null,21.515,0.06,Cham16,19.118,0.013,Cham16,17.578,0.008,Cham16,16.641,0.009,Cham16,2MASS J14114418-1402543,14.92,0.04,Cutr03,14.412,0.065,Cutr03,13.971,0.065,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,14.874,0.04,Best21,14.482,0.065,Best21,13.942,0.065,Best21,CWISE J141144.10-140302.9,13.601,0.013,Maro21,13.275,0.012,Maro21,12.611,0.451,Cutr13,9.112,NaN,Cutr13,13.35,0.001,13.265,0.002,Grif12b,23.7,0.4,Gaia23,Null,Null,Null,Null,Null,Null,M8 pec?,Thom13,NaN,8,8,42.2,0.7,dist_plx_formula,0.5,27.0; 59.0; 41.0; 36.0; 35.0; 36.0,Thom13,BT-Settl,6.2,2400,0.83,3.5,-3.68,0.02,FALSE,BHAC15,2162,198,1.02,0.19,65.29,24.36,5.21,0.39
2MASS J14122268+2354108,2MASS J14122268+2354108,Cruz07,Null,Null,Field,UCS+BANYAN,213.0945,23.903,Gaia23,PSO J213.0938+23.9031,21.606,0.061,Cham16,20.306,0.022,Cham16,17.629,0.005,Cham16,16.245,0.005,Cham16,15.429,0.004,Cham16,2MASS J14122268+2354108,13.729,0.031,Cutr03,13.087,0.034,Cutr03,12.653,0.022,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,13.702,0.031,Best21,13.142,0.034,Best21,12.631,0.022,Best21,CWISE J141222.49+235411.6,12.387,0.012,Maro21,12.181,0.009,Maro21,12.019,0.219,Cutr13,9.24,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,27.19,0.17,Gaia23,Null,Null,Null,Null,M9,Cruz07,Null,Null,9,NaN,9,36.78,0.23,dist_plx_formula,0.5,136.0; 240.0; 205.0; 199.0; 149.0; 160.0,Bard14,BT-Settl,73.5,2500,1.22,4,-3.28,0.02,TRUE,BHAC15,2589,218,1.13,0.19,87.98,26.82,5.26,0.37
2MASSW J1412244+163312,2MASSW J1412244+163312,Kirk00,Null,Null,Field,UCS+BANYAN,213.1021,16.5533,Gaia23,PSO J213.1021+16.5528,NaN,NaN,Null,20.538,0.022,Cham16,18.219,0.008,Cham16,16.795,0.003,Cham16,15.83,0.002,Cham16,2MASS J14122449+1633115,13.888,0.029,Cutr03,13.15,0.03,Cutr03,12.521,0.03,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,13.824,0.003,Schn23b,13.216,0.03,Best21,12.468,0.002,Schn23b,CWISE J141224.51+163309.9,12.179,0.012,Maro21,11.942,0.009,Maro21,11.413,0.128,Cutr13,8.931,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,31.28,0.24,Gaia23,Null,Null,Null,Null,L0.5,Kirk00,Null,Null,10.5,NaN,10.5,31.97,0.25,dist_plx_formula,0.5,103.0; 201.0; 204.0; 192.0; 159.0; 169.0,Bard14,BT-Settl,65.2,1800,2.04,5.5,-3.39,0.02,TRUE,BHAC15,2480,213,1.08,0.19,82.37,26.23,5.27,0.38
2MASS J14140586+0107102,2MASS J14140586+0107102,Geis11,Null,Null,Field,UCS+BANYAN,213.5244,1.1195,PS1,PSO J213.5234+01.1191,NaN,NaN,Null,NaN,NaN,Null,21.73,0.169,Cham16,19.907,0.064,Cham16,18.955,0.061,Cham16,2MASS J14140586+0107102,16.741,0.202,Cutr03,15.735,0.202,Cutr03,15.252,0.202,Cutr03,ULAS J141405.68+010709.3,16.761,0.017,15.958,0.017,15.205,0.014,16.791,0.024,Lawr12,15.958,0.017,Lawr12,15.205,0.014,Lawr12,CWISE J141405.53+010708.3,14.641,0.015,Maro21,14.408,0.018,Maro21,12.464,NaN,Cutr13,8.891,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,Null,Null,Null,Null,L4,Geis11,NaN,14,14,53,4,dist_W2_formula,0.5,25.0; 68.0; 55.0; 51.0; 60.0; 62.0,Geis11,BT-Settl,10.2,1800,0.9,5.5,-4.12,0.07,FALSE,SM08,1661,162,1.05,0.2,53.69,24.07,5.1,0.45
SDSS J141530.05+572428.7,2MASS J14153003+5724300,Chiu06,specblend,Burg10a,Field,UCS+BANYAN,213.8752,57.4082,PS1,PSO J213.8753+57.4070,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,20.305,0.03,Cham16,19.043,0.027,Cham16,2MASS J14153003+5724300,16.734,0.156,Cutr03,15.821,NaN,Cutr03,15.544,NaN,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.536,0.016,Schn23b,16.106,0.052,Schn23b;UCS_23,15.528,0.023,Schn23b,CWISE J141530.12+572424.4,14.839,0.014,Maro21,14.002,0.012,Maro21,12.699,0.405,Cutr13,9.322,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,26,4,Best20,Null,Null,Null,Null,Null,Null,T3:,Chiu06,NaN,23,23,38,6,dist_plx_formula,0.5,17.0; 40.0; 20.0; 20.0; 17.0; 24.0,Burg10a,BT-Settl,17.8,1400,1.03,5.5,-4.43,0.15,FALSE,SM08,1376,123,1.06,0.18,38.25,24.18,4.94,0.48
SDSS J141659.78+500626.4,2MASS J14165987+5006258,Chiu06,Null,Null,SDSS J141659.78+500626.4,system_age,214.2495,50.1073,PS1,PSO J214.2477+50.1079,NaN,NaN,Null,NaN,NaN,Null,21.728,0.053,Cham16,20.086,0.044,Cham16,19.073,0.06,Cham16,2MASS J14165987+5006258,16.95,0.171,Cutr03,15.955,0.158,Cutr03,15.597,0.158,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.861,0.019,Schn23b,16.03,0.03,Chiu06,15.349,0.021,Schn23b,CWISE J141659.39+500628.8,14.719,0.014,Maro21,14.43,0.015,Maro21,13.136,0.485,Cutr13,9.564,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,21.338,0.017,Gaia23,Null,Null,FLD-G,Sang23,Null,Null,L4,Fahe10,NaN,14,14,46.86,0.04,dist_plx_formula,0.5,7.0; 13.0; 16.0; 14.0; 8.0; 8.0,Chiu06,BT-Settl,5.4,1800,0.75,5.5,-4.28,0.02,FALSE,SM08,1638,9,0.9,0.01,74.29,0.27,5.38,0.01
2MASS J14182962-3538060,2MASS J14182962-3538060,Kirk10,Null,Null,FLD-G,Sang23,214.6235,-35.635,Gaia23,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,2MASS J14182962-3538060,15.165,0.051,Cutr03,14.253,0.049,Cutr03,13.691,0.049,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.119,0.051,Best21,14.327,0.049,Best21,13.673,0.049,Best21,CWISE J141829.30-353809.2,13.309,0.013,Maro21,13.009,0.011,Maro21,12.884,0.509,Cutr13,9.152,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,28.2,0.6,Gaia23,Null,Null,FLD-G,Sang23,Null,Null,L1.5,Kirk10,NaN,11.5,11.5,35.5,0.8,dist_plx_formula,0.5,38.0; 80.0; 64.0; 60.0; 60.0; 60.0,Kirk10,BT-Settl,9.9,1800,1.28,5.5,-3.81,0.03,FALSE,BHAC15,1700,82,1.44,0.14,15.61,11.21,4.29,0.27
SDSS J141858.92+600018.8,2MASS J14185890+6000194,West08a,Null,Null,FLD-G,Sang23,214.7454,60.0053,Gaia23,PSO J214.7453+60.0051,NaN,NaN,Null,21.861,0.088,Cham16,19.416,0.008,Cham16,17.999,0.011,Cham16,17.073,0.019,Cham16,2MASS J14185890+6000194,15.235,0.041,Cutr03,14.484,0.047,Cutr03,13.93,0.047,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.206,0.041,Best21,14.537,0.047,Best21,13.905,0.047,Best21,CWISE J141858.89+600018.5,13.649,0.013,Maro21,13.403,0.009,Maro21,12.616,NaN,Cutr13,9.563,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,18.1,0.4,Gaia23,Null,Null,FLD-G,Sang23,L0,West08a,M9,Kirk10,10,9,10,55.2,1.2,dist_plx_formula,0.5,39.0; 70.0; 47.0; 43.0; 49.0; 51.0,Kirk10,BT-Settl,29.4,2300,1.12,3.5,-3.5,0.03,FALSE,BHAC15,1999,102,1.47,0.15,19.93,13.75,4.38,0.29
2MASS J14192618+5919047,2MASS J14192618+5919047,Kirk10,Null,Null,FLD-G,Sang23,214.8593,59.3179,PS1,PSO J214.8585+59.3181,NaN,NaN,Null,NaN,NaN,Null,20.849,0.025,Cham16,19.403,0.026,Cham16,18.407,0.018,Cham16,2MASS J14192618+5919047,16.507,0.127,Cutr03,15.69,0.157,Cutr03,15.263,0.157,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.411,0.014,Schn23b,15.712,0.051,Schn23b;UCS_23,15.188,0.019,Schn23b,CWISE J141926.03+591905.4,14.929,0.014,Maro21,14.752,0.017,Maro21,12.501,NaN,Cutr13,9.389,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,FLD-G,Sang23,Null,Null,L1:,Kirk10,NaN,11,11,84,6,dist_W2_formula,0.5,7.0; 15.0; 12.0; 10.0; 11.0; 12.0,Kirk10,BT-Settl,4.3,2200,1.06,5,-3.64,0.06,FALSE,BHAC15,1873,98,1.43,0.14,18.92,12.25,4.38,0.28
SDSS J142058.30+213156.6,2MASS J14205843+2131555,Schm10b,Null,Null,Field,UCS+BANYAN,215.2434,21.5321,Gaia23,PSO J215.2422+21.5327,NaN,NaN,Null,21.922,0.09,Cham16,19.513,0.008,Cham16,17.918,0.007,Cham16,16.962,0.01,Cham16,2MASS J14205843+2131555,15.124,0.043,Cutr03,14.518,0.063,Cutr03,14.056,0.063,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,15.029,0.006,Schn23b,14.552,0.05,Schn23b;UCS_23,14.021,0.008,Schn23b,CWISE J142058.08+213158.4,13.618,0.013,Maro21,13.39,0.011,Maro21,12.27,NaN,Cutr13,9.335,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,23.9,0.5,Gaia23,Null,Null,Null,Null,L1,Schm10b,L0.0:,Bard14,11,10,11,41.8,0.9,dist_plx_formula,0.5,67.0; 131.0; 81.0; 74.0; 71.0; 72.0,Bard14,BT-Settl,23.8,2400,0.77,5,-3.76,0.02,FALSE,BHAC15,2085,195,1.01,0.19,64.3,24.04,5.22,0.4
2MASSW J1421314+182740,2MASSW J1421314+182740,Gizi00c,Null,Null,Field,UCS+BANYAN,215.3809,18.4613,Gaia23,PSO J215.3785+18.4607,NaN,NaN,Null,19.584,0.001,Cham16,17.379,0.003,Cham16,15.975,0.005,Cham16,14.982,0.015,Cham16,2MASS J14213145+1827407,13.231,0.021,Cutr03,12.428,0.02,Cutr03,11.943,0.02,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,13.14,0.02,Best20,12.491,0.02,Best21,11.921,0.02,Best21,CWISE J142130.52+182737.8,11.584,0.01,Maro21,11.339,0.009,Maro21,10.228,0.054,Cutr13,8.571,0.251,Cutr13,NaN,NaN,NaN,NaN,Null,52.86,0.15,Gaia23,Null,Null,Null,Null,L0,Reid08b,M8.9,Bard14,10,8.9,10,18.92,0.05,dist_plx_formula,0.5,118.0; 213.0; 222.0; 210.0; 172.0; 177.0,Bard14,BT-Settl,104.6,1800,1.65,5.5,-3.58,0.02,TRUE,BHAC15,2282,202,1.03,0.18,71.7,24.74,5.24,0.38
SDSS J142227.25+221557.1,2MASS J14222720+2215575,Chiu06,specblend,Bard14,FLD-G,Sang23,215.6134,22.2659,PS1,PSO J215.6134+22.2658,NaN,NaN,Null,NaN,NaN,Null,22.082,0.09,Cham16,20.227,0.032,Cham16,19.128,0.024,Cham16,2MASS J14222720+2215575,17.064,0.181,Cutr03,16.032,0.172,Cutr03,15.642,0.172,Cutr03,Null,NaN,NaN,NaN,NaN,NaN,NaN,16.955,0.024,Schn23b,16.12,0.053,Schn23b;UCS_23,15.691,0.027,Schn23b,CWISE J142227.22+221557.0,14.976,0.018,Maro21,14.701,0.021,Maro21,13.151,NaN,Cutr13,9.453,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,NaN,NaN,Null,Null,Null,FLD-G,Sang23,Null,Null,L6.5::,Chiu06,NaN,16.5,16.5,48,7,dist_W2_formula,0.5,10.0; 56.0; 33.0; 33.0; 37.0; 41.0,Chiu06,BT-Settl,9.9,1800,0.69,5.5,-4.33,0.13,FALSE,SM08,1311,64,1.31,0.1,11.05,9.69,4.33,0.24
SDSS J142257.15+082752.1,2MASS J14225717+0827539,Schm10b,Null,Null,Field,UCS+BANYAN,215.7383,8.465,Gaia23,PSO J215.7377+08.4632,NaN,NaN,Null,21.53,0.042,Cham16,19.456,0.013,Cham16,18.058,0.009,Cham16,17.092,0.01,Cham16,2MASS J14225717+0827539,15.103,0.047,Cutr03,14.216,0.049,Cutr03,13.653,0.049,Cutr03,ULAS J142257.10+082750.3,15.015,0.004,14.271,0.004,13.609,0.004,15.009,0.004,Lawr12,14.271,0.004,Lawr12,13.609,0.004,Lawr12,CWISE J142257.00+082744.9,13.243,0.013,Maro21,13.021,0.016,Maro21,11.986,0.212,Cutr13,9.079,NaN,Cutr13,NaN,NaN,NaN,NaN,Null,30.9,0.6,Gaia23,Null,Null,Null,Null,L2,Schm10b,L2.1,Bard14,12,12.1,12,32.4,0.6,dist_plx_formula,0.5,59.0; 136.0; 111.0; 100.0; 101.0; 103.0,Bard14,BT-Settl,28.4,1800,1.2,5.5,-3.86,0.03,FALSE,SM08,1940,191,1.04,0.2,64.92,24.39,5.19,0.42
BD +01 2920B,ULAS J142320.79+011638.2,Pinf12,lowZ?,Pinf12,BD +01 2920B,system_age,215.8363,1.2787,CatWISE,PSO J215.8366+01.2769,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,Null,NaN,NaN,Null,NaN,NaN,Null,NaN,NaN,Null,ULAS J142320.79+011638.2,18.759,0.123,NaN,NaN,NaN,NaN,18.55,0.03,Mace13a,18.96,0.07,Mace13a,19.89,0.33,Pinf12,CWISE J142320.90+011635.3,17.884,0.117,Maro21,14.776,0.025,Maro21,12.689,NaN,Cutr13,9.123,NaN,Cutr13,16.726,0.043,14.694,0.021,Kirk19,57.27,0.04,Gaia23,Null,Null,Null,Null,Null,Null,T8,Mace13a,NaN,28,28,17.461,0.012,dist_plx_formula,0.8,0.0; 0.0; 0.0; 0.0; 0.0; 0.0,Luhm12d,ATMO 2020,0.1,800,0.71,5.5,-5.9,0.81,FALSE,SM08,640,92,0.91,0.07,34.29,18.38,5.04,0.3
