name,name_simbadable,ra_j2000_formula,dec_j2000_formula,teff_evo,teff_evo_err,radius_evo,radius_evo_err,mass_evo,mass_evo_err,logg_evo,logg_evo_err
TVLM 513-42404A,TVLM 513-42404,225.5888,25.4319,2808,204,1.28,0.18,103.83,29.24,5.23,0.33
TVLM 513-42404B,Gaia DR2 1267909671886228224,225.5889,25.4344,2377,162,1.06,0.18,76.3,25.46,5.25,0.38
2MASS J15031961+2525196,2MASS J15031961+2525196,225.8317,25.4222,953,76,1.07,0.17,21.38,18.71,4.69,0.51
WISE J150406.66-455223.9,2MASS J15040744-4552200,226.0309,-45.8724,1336,116,1.06,0.17,35.7,23.93,4.91,0.49
SDSS J150411.63+102718.4,CFBDS J150411+102717,226.048,10.4554,931,73,1.07,0.17,20.35,18.44,4.66,0.51
NLTT 39312B,2MASS J15055931+3339343,226.4971,33.6594,2879,122,1.31,0.08,111.14,8.01,5.22,0.02
2MASSW J1506544+132106,2MASSW J1506544+132106,226.7264,13.3517,1519,70,1.41,0.13,13.55,10.82,4.2,0.27
2MASSW J1507476-162738,2MASSW J1507476-162738,226.9487,-16.4611,1325,46,1.42,0.1,11.68,9.56,4.32,0.25
PSO J227.1576-07.9608,Null,227.1577,-7.9605,1168,99,1.06,0.17,26.45,21.67,4.78,0.49
TVLM 868-110639,TVLM 868-110639,227.5701,-2.6856,2463,212,1.08,0.19,80.48,26.23,5.26,0.38
SDSS J151110.91+434036.3,2MASS J15111089+4340372,227.7954,43.6769,1424,130,1.06,0.18,41.67,24.28,4.98,0.48
SDSS J151240.67+340350.1,2MASS J15124058+3403501,228.1693,34.0639,1954,193,1.04,0.21,64.09,24.46,5.18,0.42
WISE J151314.61+401935.6,WISE J151314.61+401935.6,228.3106,40.3265,1250,106,1.07,0.17,29.87,22.99,4.83,0.49
PSO J228.6775-29.7088,2MASS J15144258-2942315,228.6774,-29.7088,1617,103,1.58,0.07,12.61,1.65,4.11,0.04
2MASSW J1515008+484742,2MASSW J1515008+484742,228.7536,48.7948,1199,40,1.34,0.09,9.45,9.12,4.13,0.26
SDSS J151506.11+443648.3,2MASS J15150607+4436483,228.7753,44.6134,1487,138,1.05,0.19,45.47,24.32,5.02,0.47
SDSS J151603.03+025928.9,2MASS J15160303+0259292,229.0126,2.9914,863,69,1.08,0.16,18.39,17.71,4.61,0.51
SDSS J151643.01+305344.4,2MASS J15164306+3053443,229.1793,30.8956,1063,87,1.06,0.17,23.61,19.64,4.73,0.5
PSO J229.2354-26.6737,2MASS J15165651-2640251,229.2355,-26.6737,1880,132,1.56,0.1,14.18,1.23,4.17,0.04
SDSS J152039.82+354619.8,2MASS J15203974+3546210,230.1655,35.7725,1274,103,1.07,0.17,31.18,23.26,4.85,0.49
SDSS J152103.24+013142.7,2MASS J15210327+0131426,230.2635,1.5285,1037,28,1.31,0.01,8.08,0.76,4.09,0.04
2MASS J15230657-2347526,2MASS J15230657-2347526,230.7773,-23.798,2404,209,1.06,0.18,77.16,25.61,5.25,0.38
Gl 584C,* eta CrB C,230.8443,30.2489,1237,24,0.95,0.03,44.0,6.46,5.11,0.09
ULAS J152502.10+083344.0,PSO J231.2588+08.5622,231.2587,8.5624,1047,88,1.07,0.17,22.99,19.69,4.72,0.5
2MASSI J1526140+204341,2MASSI J1526140+204341,231.5584,20.7279,1295,45,1.31,0.09,10.62,9.57,4.33,0.23
PSO J231.7900-26.4494,2MASS J15270961-2626574,231.79,-26.4494,1934,156,1.45,0.15,18.82,10.78,4.35,0.26
PSO J231.8943-29.0599,2MASS J15273464-2903354,231.8943,-29.0599,1953,163,1.46,0.15,18.93,11.11,4.35,0.26
2MASS J15293306+6730215,2MASS J15293306+6730215,232.3878,67.506,1937,109,1.44,0.15,19.4,13.26,4.38,0.28
SDSS J153012.87+514717.1,2MASS J15301287+5147169,232.5536,51.788,2382,204,1.06,0.18,75.94,25.22,5.25,0.37
2MASS J15341068+0426410,2MASS J15341068+0426410,233.5445,4.4447,2295,209,1.04,0.19,72.88,25.23,5.24,0.38
SDSS J153453.33+121949.2,2MASS J15345325+1219495,233.722,12.3304,1314,48,1.31,0.09,11.01,9.65,4.33,0.24
2MASS J15345704-1418486,2MASS J15345704-1418486,233.7372,-14.3137,2480,207,1.08,0.18,81.97,25.8,5.26,0.37
HIP 76456B,2MASS J15365618+2959314,234.2342,29.9921,2724,21,1.19,0.01,98.99,2.26,5.26,0.01
2MASS J15382417-1953116,2MASS J15382417-1953116,234.6007,-19.8866,1346,86,1.41,0.1,11.78,6.35,4.16,0.23
DENIS-P J153941.96-052042.4,2MASS J15394189-0520428,234.9247,-5.3452,1810,175,1.05,0.2,58.98,24.18,5.15,0.43
SDSS J154009.36+374230.3,2MASS J15400942+3742316,235.0392,37.7088,1260,106,1.07,0.17,30.22,23.12,4.84,0.49
PSO J235.3149+61.5071,Null,235.3153,61.5071,2203,192,1.39,0.16,35.13,17.3,4.69,0.28
2MASS J15422494+5522451,2MASS J15422494+5522451,235.6039,55.3792,1694,166,1.04,0.2,55.31,24.04,5.12,0.44
2MASS J15423630-0045452,2MASS J15423630-0045452,235.651,-0.7628,1606,156,1.05,0.2,51.08,24.22,5.08,0.45
VHS J154352.78-043909.6,WISE J154352.78-043909.5,235.9702,-4.6526,1123,94,1.07,0.17,25.01,20.66,4.76,0.49
2MASS J15461461+4932114,2MASS J15461461+4932114,236.5611,49.5362,1152,94,1.07,0.17,25.46,21.07,4.76,0.49
2MASSI J1546291-332511,2MASSI J1546271-332511,236.6134,-33.4198,856,65,1.08,0.16,18.32,17.57,4.61,0.51
PSO J237.1471-23.1489,2MASS J15483530-2308557,237.1471,-23.1489,3022,184,2.48,0.25,99.99,42.88,4.63,0.25
SDSS J154849.02+172235.4,2MASS J15484912+1722359,237.2046,17.3766,1109,56,1.33,0.09,8.74,7.74,4.11,0.26
2MASS J15485834-1636018,SIPS J1548-1636,237.243,-16.6006,2248,204,1.03,0.19,70.11,24.73,5.24,0.39
SDSS J155120.86+432930.3,2MASS J15512087+4329303,237.837,43.4918,2319,206,1.04,0.18,73.02,25.08,5.24,0.38
2MASS J15515237+0941148,2MASS J15515237+0941148,237.9682,9.6875,1560,68,1.53,0.12,13.26,7.82,4.15,0.25
SDSS J155252.32-003501.9,2MASS J15525231-0035019,238.218,-0.5839,2260,206,1.03,0.19,70.78,24.88,5.24,0.39
WISE J155254.84+503307.6,WISE J155254.84+503307.6,238.229,50.5528,1212,102,1.07,0.17,27.9,22.34,4.8,0.49
2MASSW J1552591+294849,2MASS J15525906+2948485,238.2461,29.8135,1997,98,1.31,0.13,27.79,11.56,4.62,0.26
2MASSW J1553214+210907,2MASSW J1553214+210907,238.3392,21.1521,1353,118,1.06,0.18,37.02,24.15,4.92,0.49
2MASSW J1555157-095605,2MASS J15551573-0956055,238.8157,-9.935,2167,197,1.01,0.18,67.39,24.15,5.23,0.39
SDSS J155644.35+172308.9,2MASS J15564434+1723089,239.1848,17.3858,2546,221,1.12,0.19,85.63,27.26,5.26,0.38
2MASS J15575011-2952431,2MASS J15575011-2952431,239.4588,-29.8787,2078,182,1.48,0.17,20.1,13.1,4.37,0.28
WISE J155755.29+591425.3,2MASS J15575569+5914232,239.4821,59.2398,2309,37,0.98,0.03,82.79,7.33,5.35,0.07
PSO J239.7016-23.2664,2MASS J15584839-2315589,239.7016,-23.2664,1749,117,1.64,0.08,12.77,1.66,4.08,0.04
PSO J241.1376+39.0369,PSO J241.1376+39.0369,241.1372,39.0368,1074,91,1.07,0.17,23.74,20.08,4.73,0.5
HIP 78916B,2MASS J16063229+2253337,241.6345,22.8927,2746,29,1.2,0.02,100.5,2.08,5.26,0.01
HIP 78923B,2MASS J16063894+3406172,241.6621,34.1049,2725,23,1.18,0.01,99.22,2.16,5.26,0.01
PSO J242.9129+02.4856,PSO J242.9129+02.4856,242.9127,2.4854,1171,98,1.07,0.17,26.35,21.48,4.78,0.49
SDSS J161459.98+400435.1,2MASS J16150007+4004345,243.7501,40.0763,1925,192,1.04,0.21,63.99,24.59,5.18,0.42
2MASS J16150413+1340079,2MASS J16150413+1340079,243.7681,13.6688,911,71,1.08,0.17,19.65,18.3,4.64,0.51
2MASS J16154255+4953211,2MASS J16154255+4953211,243.9275,49.8893,1418,51,1.48,0.1,12.44,5.99,4.16,0.21
2MASSW J1615441+355900,2MASSW J1615441+355900,243.934,35.9832,1789,175,1.05,0.2,58.03,24.38,5.14,0.43
veryred-1527,Null,243.9431,67.2073,1256,29,1.23,0.03,16.38,3.2,4.45,0.08
