name,ref_discovery,flag,ref_flag,exoplanet,multiple_unresolved_in_this_table,multiple_resolved_in_this_table,has_higher_mass_companion,sep_companion,Best20b_vollim_sample,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,designation_P1_formula,ra_j2000_P1,dec_j2000_P1,ra_epoch_P1,dec_epoch_P1,epoch_mjd_P1,ref_radec_P1,g_P1,gerr_P1,g_nphot_P1,g_src_P1,ref_g_P1,r_P1,rerr_P1,r_nphot_P1,r_src_P1,ref_r_P1,i_P1,ierr_P1,i_nphot_P1,i_src_P1,ref_i_P1,z_P1,zerr_P1,z_nphot_P1,z_src_P1,ref_z_P1,y_P1,yerr_P1,y_nphot_P1,y_src_P1,ref_y_P1,G_BP_DR2,G_BPerr_DR2,G_DR2,Gerr_DR2,G_RP_DR2,G_RPerr_DR2,designation_2mass,ra_epoch_2mass,dec_epoch_2mass,epoch_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,Cflg_2MASS,designation_ukidss,Y_MKO,Yerr_MKO,ref_Y_MKO,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,designation_WISE,ra_j2000_allwise,dec_j2000_allwise,ra_epoch_allwise,dec_epoch_allwise,W1,W1err,W2,W2err,W3,W3err,W4,W4err,ref_WISE,cc_flg_WISE,nb_WISE,neigh_WISE,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,pmra_formula,pmraerr_formula,pmdec_formula,pmdecerr_formula,ref_pm_formula,plx_lit,plxerr_lit,ref_plx_lit,pmra_lit,pmraerr_lit,pmdec_lit,pmdecerr_lit,pm_lit,pmerr_lit,angle_lit,angleerr_lit,ref_pm_lit,plx_UKIRT,plxerr_UKIRT,pmra_UKIRT,pmraerr_UKIRT,pmdec_UKIRT,pmdecerr_UKIRT,ref_plx_UKIRT,GaiaDetect_DR2,ra_j2000_dr2,dec_J2000_dr2,ra_epoch_dr2,dec_epoch_dr2,plx_DR2,plxerr_DR2,pmra_DR2,pmraerr_DR2,pmdec_DR2,pmdecerr_DR2,RUWE_DR2,excessNoise_DR2,excessNoisesig_DR2,nep_DR2,sourceID_DR2,pmra_P1,pmraerr_P1,pmdec_P1,pmdecerr_P1,ref_pm_P1,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,youth,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,sptnumabs_formula,dist_plx_formula,disterr_plx_formula,sptnum_photdist_formula,MJ_2MASS_formula,dist_J_2MASS_formula,disterr_J_2MASS_formula,MJ_MKO_formula,dist_J_MKO_formula,disterr_J_MKO_formula,MKs_2MASS_formula,dist_Ks_2MASS_formula,disterr_Ks_2MASS_formula,MK_MKO_formula,dist_K_MKO_formula,disterr_K_MKO_formula,MW2_formula,dist_W2_formula,disterr_W2_formula,dist_formula,disterr_formula,dist1sig_formula,dist_formula_source,note,name_simbad,ra_j2000_simbad,dec_j2000_simbad,ref_radec_j2000_simbad,pmra_simbad,pmraerr_simbad,pmdec_simbad,pmdecerr_simbad,ref_pm_simbad,plx_simbad,plxerr_simbad,ref_plx_simbad,identifiers_simbad,firstref_simbad,rv_lit,rverr_lit,ref_rv_lit,rv_note_lit,pmra_P1_PV34,pmraerr_P1_PV34,pmdec_P1_PV34,pmdecerr_P1_PV34,ref_pm_P1_PV34,ukidss_survey,ra_ukidss,dec_ukidss,epoch_mjd_ukidss,ra_j2000_ukidss,dec_j2000_ukidss,Y_ukidss,Yerr_ukidss,J_ukidss,Jerr_ukidss,H_ukidss,Herr_ukidss,K_ukidss,Kerr_ukidss,banyan_sigma_results,banyan_sigma_max_hypo_young,banyan_sigma_max_prob_young,banyan_sigma_input_params,ra_today_formula,dec_today_formula,source_radec_today_formula
WISEA J030237.52-581740.3,Tinn18,null,null,N,N,N,N,NaN,N,45.6563,-58.2945,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,WISEA J030237.52-581740.3,45.6563469,-58.2945406,45.6563559,-58.2945328,18.844,NaN,15.887,0.133,13.036,0.448,9.570,NaN,Cutr13,0000,1,0,18.19,0.09,15.84,0.02,Kirk19,56,4,Kirk19,41,5,-76,5,Kirk19,56.10,4.40,Kirk19,41.20,4.90,-76.40,5.20,86.80,5.12,151.66,3.29,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,Y0:,Tinn18,NaN,30,30,30,17.9,1.3,30.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.17,22.02,2.35,17.9,1.3,16.6,dist_plx_formula,null,null,NaN,NaN,null,NaN,NaN,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),UCL,0.00,pm+trig-plx,45.6568,-58.2950,AllWISE; Kirk19
WISE J030449.03-270508.3,Pinf14b,null,null,N,N,N,N,NaN,N,46.2044,-27.0856,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,20.790,0.090,Pinf14b,21.020,0.160,Pinf14b,NaN,NaN,null,WISEA J030449.04-270508.1,46.2043544,-27.0855946,46.2043604,-27.0855794,19.140,NaN,15.592,0.088,12.775,NaN,8.705,NaN,Cutr13,0000,1,0,17.71,0.03,15.49,0.02,Kirk19,82,8,Kirk19,128,7,497,7,Kirk19,81.50,7.70,Kirk19,128.00,7.00,497.20,6.50,513.41,6.55,14.44,0.78,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,Y0 pec,Pinf14b,NaN,30,30,30,12.2,1.2,30.0,NaN,NaN,NaN,19.59,17.41,3.52,NaN,NaN,NaN,NaN,NaN,NaN,14.17,19.22,1.85,12.2,1.2,11,dist_plx_formula,null,WISE J030449.03-270508.3,46.2043,-27.0856,2015ApJ...799...37L,-0.03,0.10,0.65,0.10,2014MNRAS.444.1931P,NaN,NaN,null,WISE J030449.03-270508.3,2014MNRAS.444.1931P,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),UCL,0.00,pm+trig-plx,46.2052,-27.0827,AllWISE; Kirk19
WISE J030919.67-501614.3,Tinn18,photSpT,Tinn18,N,N,N,N,NaN,N,47.3321,-50.2706,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,McMa13,NaN,NaN,McMa13,17.821,0.115,McMa13,null,null,NaN,NaN,null,17.100,0.015,McMa13,17.434,0.038,McMa13,NaN,NaN,null,WISEA J030919.70-501614.2,47.3320966,-50.2706362,47.3320719,-50.2706354,16.465,0.057,13.631,0.031,12.755,0.455,8.919,NaN,Cutr13,0000,1,0,15.53,0.03,13.63,0.02,Kirk19,67,4,Kirk19,521.5,1.7,203.6,1.5,Kirk19,66.80,3.90,Kirk19,521.50,1.70,203.60,1.50,559.83,1.68,68.67,0.16,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T7.2,Tinn18,NaN,27.2,27.2,27.2,14.9,0.9,27.2,NaN,NaN,NaN,15.55,20.38,4.04,15.86,24.70,6.61,NaN,NaN,NaN,13.18,12.30,1.09,14.9,0.9,14,dist_plx_formula,spectral type is photometric from CH4s-CH4l (Tinn18).,WISEA J030919.70-501614.2,47.3321,-50.2706,2014yCat.2328....0C,NaN,NaN,NaN,NaN,null,NaN,NaN,null,WISEA J030919.70-501614.2,2019AJ....158..182G,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),CARN,0.00,pm+trig-plx,47.3368,-50.2695,AllWISE; Kirk19
2MASSW J0310599+164816,Kirk00,null,null,N+N,Y: Stum10a,N,N,NaN,N,47.7495,16.8043,PS1,PSO J047.7503+16.8043,47.7495,16.8043,47.7504,16.8043,56094.94,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,19.40,0.02,12,C,Cham16,18.19,0.02,11,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J03105986+1648155,47.749440,16.804333,1999-10-02,16.025,0.084,Cutr03,14.932,0.067,Cutr03,14.312,0.067,Cutr03,000,null,17.063,0.098,Best20b,15.920,0.084,Best20b,15.025,0.067,Best20b,14.299,0.067,Best20b,WISEA J031100.04+164815.5,47.7502075,16.8043104,47.7502364,16.8043232,13.358,0.024,12.770,0.027,11.556,0.260,8.779,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,37,3,Smar13,246,4,-2.6,2.8,Best18,36.90,3.40,Smar13,245.90,4.00,6.20,3.30,245.98,4.00,88.56,0.77,Smar13,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,246.3,3.5,-2.6,2.8,Best18,null,null,null,null,N,L8,Kirk00,L9,Burg06b,18,19,18,18,27,2.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27,2.2,24.8,dist_plx_formula,Target for NPARSEC program (Smar13). Included in the MLT spectral compilation of Test09.,2MASSW J0310599+164816,47.7494,16.8043,2003yCat.2246....0C,245.90,4.00,6.20,3.30,2013MNRAS.433.2054S,36.90,3.40,2013MNRAS.433.2054S,2MASS J03105986+1648155|** SPF  1|2MASSW J0310599+164816|WDS J03110+1648AB|WISEA J031100.04+164815.5|WISE J031100.03+164815.5,2000AJ....120..447K,NaN,NaN,null,null,241.03,6.57,-0.87,6.22,Magn20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (98.2%); HYA (1.8%),HYA,0.02,pm+trig-plx,47.7510,16.8043,PS1; Best18
WISEPA J031325.96+780744.2,Kirk11,null,null,N,N,N,N,NaN,N,48.3584,78.1290,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,17.650,0.070,Kirk11,17.630,0.060,Kirk11,NaN,NaN,Kirk11,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,WISEA J031326.00+780744.3,48.3583505,78.1289761,48.3584084,78.1289901,15.953,0.045,13.263,0.026,12.045,0.264,8.668,NaN,Cutr13,hh00,1,0,15.31,0.02,13.27,0.02,Kirk11,134,4,Kirk19,71.1,1.2,54.8,1.2,Kirk19,134.30,3.60,Kirk19,71.10,1.20,54.80,1.20,89.77,1.20,52.38,0.77,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T8.5,Kirk11,NaN,28.5,28.5,28.5,7.46,0.22,28.5,17.19,12.35,2.31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.60,8.58,0.76,7.46,0.22,7.24,dist_plx_formula,2MASS system photometry from FanMt/FanCam.,WISEP J031325.96+780744.2,48.3581,78.1290,2012yCat.2311....0C,147.00,151.00,-4.00,148.00,2011ApJS..197...19K,153.00,15.00,2014ApJ...796...39T,WISEA J031326.00+780744.3|WISEP J031325.96+780744.2|WISE J031325.94+780744.3|EQ J0313+7807,2011ApJS..197...19K,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),USCO,0.00,pm+trig-plx,48.3604,78.1293,AllWISE; Kirk19
WISE J031624.35+430709.1,Mace13a,null,null,N,N,N,N,NaN,Y,49.1017,43.1191,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,19.470,0.040,Mace13a,19.700,0.090,Mace13a,NaN,NaN,null,WISEA J031624.40+430708.7,49.1016884,43.1190907,49.1018405,43.1190335,17.790,0.221,14.640,0.054,12.411,NaN,8.993,NaN,Cutr13,hh00,1,0,16.64,0.04,14.58,0.02,Mace13a,73.3,2.8,Kirk19,372.4,1.5,-225.9,1.5,Kirk19,73.30,2.80,Kirk19,372.40,1.50,-225.90,1.50,435.56,1.50,121.24,0.20,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T8,Mace13a,NaN,28,28,28,13.6,0.5,28.0,NaN,NaN,NaN,16.38,41.45,8.24,NaN,NaN,NaN,NaN,NaN,NaN,13.43,17.47,1.59,13.6,0.5,13.1,dist_plx_formula,NIRSPEC spectra with N3 and N5 are both avaialble (Mace13),WISE J031624.35+430709.1,49.1015,43.1192,2012yCat.2311....0C,NaN,NaN,NaN,NaN,null,NaN,NaN,null,WISE J031624.35+430709.1|EQ J0316+4307,2012ApJ...753..156K,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CARN (95.4%); FIELD (3.9%); ARG (0.7%),CARN,0.95,pm+trig-plx,49.1046,43.1178,AllWISE; Kirk19
2MASS J03185403-3421292,Kirk08,null,null,N,N,N,N,NaN,N,49.7267,-34.3580,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,2MASS J03185403-3421292,49.725153,-34.358116,1998-12-09,15.569,0.055,Cutr03,14.346,0.039,Cutr03,13.507,0.039,Cutr03,000,VIKING J031854.45-342128.66,16.730,0.007,Edge16,15.689,0.003,Edge16,14.402,0.002,Edge16,13.450,0.040,Fahe12,WISEA J031854.39-342128.7,49.7266625,-34.3579926,49.7266710,-34.3579912,12.640,0.023,12.138,0.023,11.036,0.081,9.485,NaN,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,73,8,Fahe12,392,6,34,7,Fahe12,72.90,7.70,Fahe12,391.70,6.40,34.10,6.50,393.18,6.40,85.02,0.95,Fahe12,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,L7,Kirk08,L6.5,Burg10a,17,16.5,17,17,13.7,1.5,17.0,14.26,18.28,2.73,14.16,20.22,3.26,12.40,16.64,2.62,12.41,16.17,2.25,11.20,15.42,1.85,13.7,1.5,12.2,dist_plx_formula,Target for PARSEC program (Andr11).,2MASSI J0318540-342129,49.7252,-34.3581,2003yCat.2246....0C,402.00,10.00,43.00,4.00,2008MNRAS.390.1517C,72.90,7.70,2012ApJ...752...56F,2MASSI J0318540-342129|2MASS J03185403-3421292|2MUCD 10176|WISEA J031854.39-342128.7|WISEP J031854.37-342128.7|WISE J031854.38-342128.7|Gaia DR2 5053399803976245760,2007AJ....133..439C,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),BPMG,0.00,pm+trig-plx,49.7294,-34.3578,AllWISE; Fahe12
WISEA J032309.12-590751.0,Schn16a,photSpT,Tinn18,N,N,N,N,NaN,N,50.7880,-59.1309,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,16.881,0.189,Schn16a,16.669,NaN,Schn16a,16.262,NaN,Schn16a,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,WISEA J032309.12-590751.0,50.7880012,-59.1308539,50.7879935,-59.1308592,16.804,0.065,14.529,0.039,12.891,0.429,9.193,NaN,Cutr13,0000,1,0,15.77,0.03,14.53,0.02,Kirk19,72,4,Kirk19,519.1,1.6,499.6,2,Kirk19,71.50,4.30,Kirk19,519.10,1.60,499.60,2.00,720.46,1.80,46.10,0.14,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T6.2::,Schn16a,NaN,26.2,26.2,26.2,13.9,0.8,26.2,15.15,22.16,4.51,NaN,NaN,NaN,15.17,16.54,NaN,NaN,NaN,NaN,12.90,21.13,1.89,13.9,0.8,13.1,dist_plx_formula,Near-IR spectral type is photometric from 2MASS and AllWISE (Schn16a).  2MASS photometry is from the 2MASS Reject Table.,WISEA J032309.12-590751.0,50.7880,-59.1308,2016ApJ...817..112S,542.90,24.00,476.70,21.40,2016ApJ...817..112S,NaN,NaN,null,WISEA J032309.12-590751.0,2016ApJ...817..112S,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),HYA,0.00,pm+trig-plx,50.7939,-59.1280,AllWISE; Kirk19
WISEPC J032337.53-602554.9,Kirk11,null,null,N,N,N,N,NaN,N,50.9066,-60.4318,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,18.150,0.100,Kirk11,18.400,0.020,Kirk11,NaN,NaN,null,WISEA J032337.57-602554.5,50.9065504,-60.4318093,50.9065229,-60.4318141,17.610,0.120,14.493,0.039,12.146,NaN,9.070,NaN,Cutr13,0000,1,0,16.57,0.04,14.51,0.02,Kirk11,71.4,2.9,Kirk19,506.7,1.3,-173.5,1.5,Kirk19,71.40,2.90,Kirk19,506.70,1.30,-173.50,1.50,535.58,1.32,108.90,0.16,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T8.5,Kirk11,NaN,28.5,28.5,28.5,14,0.6,28.5,NaN,NaN,NaN,17.03,16.75,3.41,NaN,NaN,NaN,NaN,NaN,NaN,13.60,15.11,1.35,14,0.6,13.4,dist_plx_formula,null,WISE J032337.53-602554.5,50.9064,-60.4318,2012yCat.2311....0C,559.00,401.00,-41.00,396.00,2011ApJS..197...19K,NaN,NaN,null,WISEP J032337.53-602554.9|WISE J032337.53-602554.5|EQ J0323-6025,2011ApJS..197...19K,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),ABDMG,0.00,pm+trig-plx,50.9125,-60.4328,AllWISE; Kirk19
WISEA J032504.52-504403.0,Schn15,null,null,N,N,N,N,NaN,N,51.2688,-50.7342,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,19.980,0.027,Schn15,18.935,0.024,Schn15,19.423,0.027,Schn15,NaN,NaN,null,WISEA J032504.52-504403.0,51.2688478,-50.7341917,51.2689098,-50.7341685,18.430,0.258,16.209,0.145,12.918,NaN,9.616,NaN,Cutr13,0000,1,0,17.75,0.09,15.70,0.03,Schn15,36.7,2.7,Kirk19,84.6,1.5,-154.3,1.6,Kirk19,36.70,2.70,Kirk19,84.60,1.50,-154.30,1.60,175.97,1.58,151.26,0.50,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T8,Schn15,NaN,28,28,28,27.2,2,28.0,NaN,NaN,NaN,16.38,32.40,6.42,NaN,NaN,NaN,NaN,NaN,NaN,13.43,35.99,3.96,27.2,2,25.2,dist_plx_formula,null,WISEA J032504.52-504403.0,51.2688,-50.7342,2015ApJ...804...92S,NaN,NaN,NaN,NaN,null,NaN,NaN,null,WISEA J032504.52-504403.0|WISE J032504.33-504400.3,2015ApJ...804...92S,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),UCL,0.00,pm+trig-plx,51.2696,-50.7351,AllWISE; Kirk19
WISE J032517.69-385454.1,Mace13a,null,null,N,N,N,N,NaN,N,51.3237,-38.9150,AllWISE,null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,19.400,NaN,Mace13a,19.580,0.200,Kirk19,NaN,NaN,null,WISEA J032517.68-385453.8,51.3236916,-38.9149560,51.3237055,-38.9149488,17.795,0.138,14.988,0.053,12.936,0.431,9.316,NaN,Cutr13,0000,1,0,17.12,0.05,14.98,0.02,Mace13a,57,5,Kirk19,283.7,1.9,-107,1.8,Kirk19,57.20,5.40,Kirk19,283.70,1.90,-107.00,1.80,303.21,1.89,110.66,0.34,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,NaN,null,null,null,null,null,N,null,null,T9,Mace13a,NaN,29,29,29,17.5,1.5,29.0,NaN,NaN,NaN,17.78,21.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.78,17.48,1.59,17.5,1.5,16,dist_plx_formula,null,WISE J032517.69-385454.1,51.3237,-38.9150,2012yCat.2311....0C,NaN,NaN,NaN,NaN,null,NaN,NaN,null,WISE J032517.69-385454.1|EQ J0325-3854,2012ApJ...753..156K,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (90.1%); ABDMG (9.9%),ABDMG,0.10,pm+trig-plx,51.3258,-38.9156,AllWISE; Kirk19
WISE J032547.72+083118.2,Mace13a,null,null,N,N,N,N,NaN,Y,51.4485,8.5218,PS1,PSO J051.4489+08.5216,51.4485,8.5218,51.4490,8.5217,56084.89,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.77,0.04,6,C,Cham16,18.92,0.03,12,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,16.540,0.070,Mace13a,16.150,0.080,Mace13a,NaN,NaN,Mace13a,null,null,17.136,0.086,Best20b,16.286,0.070,Best20b,16.193,0.080,Best20b,16.386,0.087,Best20b,WISEA J032547.73+083118.2,51.4488854,8.5217333,51.4489147,8.5217745,15.350,0.043,13.534,0.034,11.882,0.336,8.688,NaN,Cutr13,0000,1,0,14.70,0.02,13.59,0.02,Mace13a,79,3,Kirk19,116.2,1.8,-38.1,1.7,Kirk19,78.50,3.00,Kirk19,116.20,1.80,-38.10,1.70,122.29,1.78,108.15,0.80,Kirk19,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,132.9,13.5,-46.2,13.3,Best18,null,null,null,null,N,null,null,T7,Mace13a,NaN,27,27,27,12.7,0.5,27.0,15.63,15.21,2.84,15.39,15.13,3.04,NaN,NaN,NaN,15.90,12.53,3.10,13.12,12.09,1.07,12.7,0.5,12.2,dist_plx_formula,null,WISE J032547.72+083118.2,51.4488,8.5217,2012yCat.2311....0C,NaN,NaN,NaN,NaN,null,NaN,NaN,null,WISE J032547.72+083118.2|EQ J0325+0831,2012ApJ...753..156K,NaN,NaN,null,null,134.32,15.06,-46.69,15.04,Magn20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,FIELD (99.9%),UCL,0.00,pm+trig-plx,51.4492,8.5216,PS1; Kirk19
