source,reason
SDSS_J143841.07+403801.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J143842.76+421350.3,No unique match
SDSS_J143857.90+373953.9,No unique match
SDSS_J143912.99+371538.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J143918.49+420825.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J143919.15+365750.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J143933.88+605611.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J143941.34+041406.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J143943.39+360712.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J143959.00+415653.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144007.90+414908.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144019.99+365656.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144022.86+364951.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144026.22+364633.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144113.31+364037.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144120.49+465006.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144122.80+380915.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144123.52+405526.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144130.79+023129.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144130.98+412728.5,No unique match
SDSS_J144131.86+415411.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144132.32+354009.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144142.44+054036.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144153.98+460919.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144158.69+550043.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144200.38+413854.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144203.84+421655.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144209.23+413705.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144211.98+362340.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144215.38+370121.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144224.29+511733.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144224.94+013435.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144226.83+392732.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144231.65+391213.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144245.47+480024.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144248.39+412144.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144252.90+370500.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144310.89+505551.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144327.04+463510.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144335.02+370746.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144344.93+385924.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144357.34+372658.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144407.52+363713.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144415.07+015928.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144447.75+364348.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144457.26+414647.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144500.59+390221.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144514.71+092440.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144522.68+010303.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144523.36+391853.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144529.21+513905.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144603.53-025346.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144609.73+385731.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144705.65+413439.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144715.96+402446.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144718.91+440812.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144731.83+385215.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144749.12+385858.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144755.01+394514.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144755.70+491505.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144802.14+450659.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144815.68+412908.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144834.11+104805.5,No unique match
SDSS_J144843.44+061209.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144900.19+041704.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144926.37+394734.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144928.18+380847.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144935.94+565546.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144942.71+453807.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144945.26+481945.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J144951.34+405947.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145003.17+010233.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145003.93+042843.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145020.16+405731.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145026.71+040758.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145118.14+511943.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145120.58+555113.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145121.85+451602.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145137.80+385527.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145142.66+405058.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145144.93+451921.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145153.56+460330.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145158.24+451918.5,No unique match
SDSS_J145200.52+041548.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145237.27+632319.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145244.40+510124.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145248.55-020349.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145302.79+451518.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145319.37+445156.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145333.10+615851.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145338.22+124915.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145405.29+554304.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145409.11+393737.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145416.73+372532.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145422.49+554653.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145422.94+443325.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145431.50+445540.5,No unique match
SDSS_J145438.65+403758.5,No unique match
SDSS_J145444.26+592753.8,No unique match
SDSS_J145451.47+403335.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145453.39+603129.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145508.68+451918.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145529.68+392155.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145539.79+505831.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145545.67+341809.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145548.93+561439.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145557.89+441935.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145603.53+372851.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145627.95+360549.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145632.78+550359.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145634.10+413109.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145703.97+392512.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145711.24+451704.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145715.66+462922.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145724.97+350712.4,No unique match
SDSS_J145732.03-015013.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145735.17+375304.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145748.98+445616.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145750.29+353211.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145752.34+452354.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145753.60+444602.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145755.83+442427.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145801.72+393926.3,No unique match
SDSS_J145822.78+441248.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145830.17+414222.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145831.52+452854.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145831.72+394938.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145837.41+320126.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145850.33+433004.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145902.09+502050.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145915.88+451352.4,No unique match
SDSS_J145941.06+460708.2,No unique match
SDSS_J145941.33+440749.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J145942.96+452118.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150012.79+605411.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150029.54+010744.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150036.14+012334.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150037.30+440513.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150038.45+330346.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150050.40+444625.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150124.23+445520.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150141.48+444619.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150206.62+440553.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150222.94+014548.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150227.37+441955.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150246.04+384323.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150303.66+440221.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150309.16+442455.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150314.71+324014.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150321.60+323441.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150350.78+331110.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150353.86+314857.4,No unique match
SDSS_J150400.71+444022.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150401.44-013202.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150405.30+572922.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150427.84+442925.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150431.24+411058.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150454.18+441324.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150458.07+334140.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150523.25+495242.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150538.48+424833.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150539.06+445726.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150553.95+431712.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150606.77+314200.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150614.97-013457.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150617.44+442544.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150619.49+385222.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150633.69+315009.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150639.44+521856.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150645.57+543915.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150648.78+605103.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150712.35+490333.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150733.17-011121.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150736.54-015733.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150755.46+560407.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150808.56+441734.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150819.76+431542.1,No unique match
SDSS_J150821.81+611238.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150841.54+381251.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150846.35+383852.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150910.99+321415.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150911.17+431822.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150916.26-020917.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150930.50+393004.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150931.32+385804.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150939.28+432520.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J150953.89+383034.9,No unique match
SDSS_J151001.53+465653.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151015.23+333141.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151021.48+382134.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151035.41+322128.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151055.13+372653.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151122.98+371527.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151126.83+440919.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151128.97+553021.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151132.96+390311.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151157.02+431110.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151201.89+340323.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151208.70+372107.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151215.24+440352.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151216.41+310641.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151217.31+431441.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151223.59+373735.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151234.34+605128.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151234.33+401256.0,No unique match
SDSS_J151244.82+383016.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151257.73+375505.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151317.49+383405.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151322.60+023602.7,No unique match
SDSS_J151338.79+370942.8,No unique match
SDSS_J151350.97+325655.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151406.28+383532.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151406.55+385022.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151412.98+373201.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151417.10+004447.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151420.56+372134.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151420.95+434750.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151424.47+405846.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151534.27+514719.2,No unique match
SDSS_J151534.96+042826.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151554.61+392835.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151559.07+423825.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151559.73+371601.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151559.82+474620.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151605.88+425247.6,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151610.44-014237.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151614.55+401134.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151623.21+431735.9,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151630.20+585834.7,No unique match
SDSS_J151658.80+414910.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151717.58+382050.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151735.21+440805.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151750.72+390431.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151823.81+351218.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151826.07+344711.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151836.92+380130.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151842.86+302832.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151845.95+381003.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151853.64+412453.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151900.40+411724.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151903.65+412222.8,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151919.47+341721.4,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151941.07+541019.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151955.24+025404.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J151956.48+425325.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152013.66+344520.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152023.99+302254.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152026.29-005836.8,No unique match
SDSS_J152026.83+562404.1,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152031.52+403712.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152034.37+343400.5,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152039.37+462122.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152052.18+342856.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152218.67+494206.2,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152223.97+343744.0,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152304.03+540243.1,No unique match
SDSS_J152329.64+343531.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152420.18+350620.7,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
SDSS_J152422.85+471548.3,"""None of [Index(['ra_deg', 'dec_deg'], dtype='object')] are in the [columns]"""
