name,ra_j2000_formula,dec_j2000_formula,identifiers_simbad
CFHT-IC 348-7,56.0480,32.3027,2MASS J03441150+3218094|TIC 101255843|[AMB2013] CFHT-IC 348  7|[GMM2009] IC348  45|Gaia DR2 216718414760325760|Gaia DR3 216718414760325760
CFHT-IC 348-8,56.0644,32.3228,UGCS J034415.47+321923.0|[AMB2013] CFHT-IC 348  8
CFHT-IC 348-12,56.0786,32.3258,UGCS J034418.85+321932.8|[AMB2013] CFHT-IC 348 12
CFHT-IC 348-11,56.0789,32.1925,UGCS J034418.75+321132.0|[AMB2013] CFHT-IC 348 11|[PSZ2003] J034418.7+321132
CFHT-IC 348-14,56.1442,32.0376,UGCS J034434.54+320213.7|[AMB2013] CFHT-IC 348 14|[PSZ2003] J034434.6+320213
CFHT-IC 348-15,56.1637,32.2453,UGCS J034439.28+321442.9|[AMB2013] CFHT-IC 348 15|[PSZ2003] J034439.3+321443
CFHT-IC 348-18,56.2055,32.1637,UGCS J034449.33+320949.4|[AMB2013] CFHT-IC 348 18
CFHT-IC 348-20,56.2105,31.9492,UGCS J034450.52+315657.3|[AMB2013] CFHT-IC 348 20
CFHT-IC 348-22,56.2167,31.9892,Cl* IC  348    LRL    1379|UGCS J034451.99+315921.6|WISEA J034451.98+315921.5|WISE J034451.99+315921.6|[AMB2013] CFHT-IC 348 22|[GMM2009] IC348 131
CFHT-IC 348-23,56.2387,32.1475,[PSZ2003] J034457.3+320850
CFHT-IC 348-26,56.2769,31.9943,2MASS J03450644+3159394|TIC 126098154|[AMB2013] CFHT-IC 348 26|[GMM2009] IC348 141|Gaia DR2 216628804562622848|Gaia DR3 216628804562622848
CFHT-IC 348-27,56.2869,32.2630,UGCS J034508.86+321546.8|[AMB2013] CFHT-IC 348 27|[PSZ2003] J034508.9+321546
CFHT-IC 348-29,56.3238,32.1320,Cl* IC  348    LRL   22865
CFHT-IC 348-31,56.3810,32.2080,UGCS J034531.44+321228.8|WISEA J034531.44+321228.7|WISE J034531.45+321228.8|[AMB2013] CFHT-IC 348 31
2MASP J0345432+254023,56.4298,25.6731,2MASS J03454316+2540233|Cl* Melotte   22   KPNO       2|2MASP J0345432+254023|2MASSW J0345432+254023|2MUCD 20165|TIC 385553053|UGCS2MASS J0345+2540|V* V1226 Tau|WISEA J034543.08+254022.8|WISE J034543.08+254022.8|[B2006] J034543.1+254023|Gaia DR2 69927191475070080|Gaia DR3 69927191475070080
2MASS J03480772-6022270,57.0322,-60.3741,2MASS J03480772-6022270|TIC 237922091|WISEA J034807.33-602235.2|WISEP J034807.34-602234.9|WISE J034807.33-602234.9
Roque 25,57.1279,22.7474,Cl* Melotte   22  ROQUE      25|UGCS J034830.74+224450.2|WISEA J034830.73+224450.2|WISE J034830.72+224450.4
ULAS J034832.97-001258.3,57.1367,-0.2161,ULAS J034832.97-001258.3|ULAS J034832.98-001258.3|WISEA J034832.93-001259.1|WISE J034832.95-001259.1
PSO J057.2893+15.2433,57.2892,15.2437,PSO J057.2893+15.2433|WISEA J034909.45+151436.0|WISE J034909.44+151436.0
WISE J035000.32-565830.2,57.5024,-56.9734,WISEA J035000.31-565830.5|WISE J035000.32-565830.2
BRB 23,57.6646,25.0488,Cl* Melotte   22    BRB      23|DANCe J03503955+2502545|UGCS J035039.54+250254.6
SDSS J035048.62-051812.8,57.7026,-5.3036,2MASS J03504861-0518126|SDSS J035048.62-051812.8|TIC 401946117|WISEA J035048.60-051812.9|WISE J035048.60-051812.8|Gaia DR3 3246075744753572096
2MASS J03505737+1818069,57.7392,18.3019,LP  413-53|LSPM J0350+1818|2MASS J03505737+1818069|2MASSI J0350573+181806|2MASSW J0350573+181806|NLTT 11980|TIC 440698722|USNO-B1.0 1083-00059831|WISEA J035057.52+181806.3|[B2006] J035057.4+181807|Gaia DR2 50667699128858624|Gaia DR3 50667699128858624
LHS 1604,57.7501,-0.8791,LP  593-68|DENIS J035100.0-005244|GJ  3252|LHS  1604|2MASS J03510004-0052452|2MASSI J0351000-005244|2MUCD 10213|NLTT 12000|PLX  845.02|SDSS J035100.02-005245.8|SDSS J035100.03-005245.9|TIC 401945077|WISEA J035100.03-005249.8|[GKL99] 102|[RHG95]   693|Gaia DR2 3257243312560240000|Gaia DR3 3257243312560240000
SDSS J035104.37+481046.8,57.7676,48.1799,2MASS J03510423+4810477|SDSS J035104.37+481046.8|SDSS J035104.35+481046.7|SDSS J035104.37+481046.7|TIC 449940966|WISEP J035104.53+481046.5|WISE J035104.52+481046.0
YU-29133_55877,58.0036,41.7957,Gaia DR3 231029348869153664
2MASS J03521086+0210479,58.0453,2.1800,2MASS J03521086+0210479|TIC 459899450|WISEA J035211.07+021051.4|Gaia DR2 3270388416449237760|Gaia DR3 3270388416449237760
PLIZ 35,58.1632,24.7747,Cl* Melotte   22   PLIZ      35|Cl* Melotte   22    BRB      20|Cl* Melotte   22   PLZJ      10|DANCe J03523915+2446296|UGCS J035239.15+244629.4|WISEA J035239.16+244629.2|WISE J035239.15+244629.1
Hya02,58.1929,21.2092,2MASS J03524627+2112332|CWISE J035246.42+211232.7|EPIC 210888340|TIC 440725773|UGCS J035246.35+211232.9|WISEA J035246.39+211233.0|WISE J035246.38+211233.1|Gaia DR2 51641763350199296
YMGL-1-9443534,58.2105,32.8803,null
SDSS J035308.54+103056.0,58.2853,10.5157,2MASS J03530845+1030564|SDSS J035308.54+103056.0|TIC 345454684|Gaia DR2 3303130326536280832|Gaia DR3 3303130326536280832
2MASS J03540135+2316339,58.5058,23.2761,LSPM J0354+2316|Cl* Melotte   22   KPNO       1|2MASP J0354012+231635|2MASS J03540135+2316339|2MASSI J0354013+231633|2MASSW J0354013+231633|TIC 440731915|UGCS2MASS J0354+2316|USNO-B1.0 1132-00062791|WISEA J035401.54+231633.2|Gaia DR2 65638443294980224|Gaia DR3 65638443294980224
BRB 29,58.5059,23.8328,Cl* Melotte   22    BRB      29|DANCe J03540143+2349575|UGCS J035401.43+234957.4|WISEA J035401.43+234957.5|WISE J035401.41+234957.4
BRB 17,58.5332,23.9078,Cl* Melotte   22    BRB      17|UGCS J035407.96+235427.7|WISEA J035407.96+235427.5|WISE J035407.95+235427.5
BRB 21,58.5426,23.6943,Cl* Melotte   22    BRB      21|Cl* Melotte   22   PLZJ       4|DANCe J03541027+2341402|UGCS J035410.28+234139.9|WISEA J035410.27+234140.0|WISE J035410.26+234140.1
PLIZ 28,58.5587,23.2979,Cl* Melotte   22    BRB      18|Cl* Melotte   22   PLIZ      28|Cl* Melotte   22   PLZJ      77|DANCe J03541406+2317521|UGCS J035414.06+231751.9|WISEA J035414.07+231751.7|WISE J035414.05+231751.8
SDSS J035448.73-002742.1,58.7022,-0.4616,2MASS J03544855-0027420|SDSS J035448.73-002742.1|SDSS J035448.54-002742.1|TIC 425160266|ULAS J035448.55-002742.2|WISEA J035448.56-002742.4|WISE J035448.56-002742.4
2MASS J03550477-1032415,58.7699,-10.5449,2MASS J03550477-1032415|2MASSI J0355047-103241|TIC 55441420|Gaia DR2 3193496682100879872|Gaia DR3 3193496682100879872
2MASS J03552337+1133437,58.8474,11.5622,2MASS J03552337+1133437|** BNA    3|EPIC 210327027|2MUCD 20171|SDSS J035523.48+113339.4|TIC 415339665|WDS J03554+1134AB|WISEA J035523.53+113337.2|Gaia DR3 3303349202364648320|Gaia DR2 3303349202364648320
2MASSW J0355419+225702,58.9247,22.9505,2MASS J03554191+2257016|CWISE J035542.11+225700.9|EPIC 210998473|2MASSW J0355419+225702|2MASSW J0355419+225701|TIC 14079196|UGCS J035542.02+225701.3|WISEA J035542.05+225701.1|WISE J035542.04+225701.2|Gaia DR2 65427165261802752
SDSS J035721.11-064126.0,59.3379,-6.6905,2MASS J03572110-0641260|SDSS J035721.11-064126.0|SDSS J035721.11-064125.9|SDSS J035721.12-064126.1|TIC 34087558|Gaia DR2 3244884973660990336|Gaia DR3 3244884973660990336
DENIS-P J035726.9-441730,59.3623,-44.2918,2MASS J03572695-4417305|DENIS J035726.9-441729|DENIS J035726.9-441730|TIC 144108742|WDS J03574-4418AB|EQ J0357-4417|Gaia DR3 4841448081361281920|Gaia DR2 4841448081361281920
2MASS J03582255-4116060,59.5939,-41.2683,2MASS J03582255-4116060|TIC 369370934|WISEA J035822.61-411604.9|WISEP J035822.59-411605.0|WISE J035822.60-411604.9
WISE J035934.06-540154.6,59.8926,-54.0299,WISEA J035934.07-540154.8|WISE J035934.06-540154.6
SDSS J040100.96-060933.0,60.2538,-6.1594,SDSS J040100.95-060933.0|SDSS J040100.96-060933.0|SDSS J040100.95-060932.9
PSO J060.3200+25.9645,60.3199,25.9646,2MASS J04011678+2557527|PSO J060.3200+25.9644|TIC 23050385|UGCS J040116.79+255752.2|WISEA J040116.80+255752.0|WISEA J040116.80+255752.2|WISE J040116.80+255752.2
2MASS J04012977-4050448,60.3741,-40.8458,2MASS J04012977-4050448|TIC 321124350|Gaia DR2 4842465198336036608|Gaia DR3 4842465198336036608
WISE J040137.21+284951.7,60.4066,28.8313,2MASS J04013766+2849529|TIC 23052279|WISEA J040137.22+284951.6|WISE J040137.21+284951.7|Gaia DR3 167202325215063168|Gaia DR2 167202325215063168
LSPM J0402+1730,60.6800,17.5038,2MASS J04024315+1730136|LSPM J0402+1730|TIC 243013362|USNO-B1.0 1075-00055048|Gaia DR2 46637748492808320|Gaia DR3 46637748492808320
WISE J040418.01+412735.6,61.0753,41.4610,2MASS J04041807+4127398|TIC 352903544|WISEA J040418.01+412735.5|WISE J040418.01+412735.6|Gaia DR3 230409022449384576|Gaia DR2 230409022449384576
WISEA J040443.50-642030.0,61.1810,-64.3414,WISEA J040443.50-642030.0|WISE J040443.48-642029.9
2MASS J04062677-3812102,61.6115,-38.2028,2MASS J04062677-3812102|TIC 404485498|WISEA J040626.79-381210.0|WISE J040626.78-381209.9
2MASS J04070752+1546457,61.7814,15.7793,2MASS J04070752+1546457|EPIC 210522262|SDSS J040707.56+154645.2|TIC 348661774|Gaia DR2 45365815403062528|Gaia DR3 45365815403062528
2MASS J04070885+1514565,61.7866,15.2491,2MASS J04070885+1514565|SDSS J040708.90+151455.9|TIC 348661966|UGCS J040708.88+151456.1|WISEA J040708.96+151455.6|WISEP J040708.95+151455.4|WISE J040708.95+151455.5
2MASS J04081032+0742494,62.0430,7.7137,2MASS J04081032+0742494|TIC 283625178|WISEA J040810.42+074250.2|Gaia DR2 3298378207219150208|Gaia DR3 3298378207219150208
2MASSI J0408290-145033,62.1211,-14.8427,2MASS J04082905-1450334|2MASSI J0408290-145033|SIPS J0408-1450|TIC 332578477|WISEA J040829.21-145034.7|Gaia DR2 5098050661942146816|Gaia DR3 5098050661942146816
2MASSI J0409095+210439,62.2897,21.0775,2MASS J04090950+2104393|EPIC 210879793|2MASSI J0409095+210439|TIC 15904051|UGCS2MASS J0409+2104|UGPS J040909.56+210438.0|WISEA J040909.59+210437.4|WISE J040909.58+210437.4|Gaia DR3 52061020877271552|Gaia DR2 52061020877271552
PSO J062.3459+11.1794,62.3465,11.1797,2MASS J04092315+1110472|PSO J062.3459+11.1794|WISE J040923.03+111046.1
WISEPA J041022.71+150248.5,62.5919,15.0532,WISEA J041022.75+150247.9|WISEP J041022.71+150248.5|WISE J041022.71+150248.4|EQ J0410+1502
Hya03,62.5996,14.9862,2MASS J04102390+1459104|CWISE J041024.02+145910.1|SIMP J0410239+145910|TIC 348719281|UGCS J041023.94+145910.3|WISEA J041023.99+145910.1|WISE J041023.98+145910.2|Gaia DR2 3311691879984803072|Gaia DR3 3311691879984803072
WISEPA J041054.48+141131.6,62.7269,14.1924,SDSS J041054.47+141131.9|UGCS J041054.50+141131.5|WISEA J041054.47+141131.1|WISEP J041054.48+141131.6|WISE J041054.48+141131.1|EQ J0410+1411
Tmove-1111-31013,63.1516,-2.8903,null
SDSSp J041320.38-011424.9,63.3349,-1.2403,2MASS J04132039-0114248|SDSS J041320.38-011424.9|TIC 250134684|Gaia DR2 3252723701294401536|Gaia DR3 3252723701294401536
WISE J041358.14-475039.3,63.4919,-47.8452,WISEA J041358.14-475039.4|WISE J041358.14-475039.3|EQ J0413-4750
2MASS J04150602+8230557,63.7763,82.5154,2MASS J04150602+8230557|TIC 401532867|WISEA J041506.71+823051.4
2MASSI J0415195-093506,63.8324,-9.5851,2MASS J04151954-0935066|2MASSI J0415195-093506|2MASSW J0415195-093506|TIC 67773411|WISEA J041521.26-093500.4|WISEP J041521.20-093500.6|WISE J041521.21-093500.6|[B2006] J041519.5-093506|EQ J0415-0935
Hya10,64.3911,14.5043,2MASS J04173384+1430156|CWISE J041733.97+143015.2|TIC 435882174|UGCS J041733.90+143015.4
2MASS J04173745-0800007,64.4062,-8.0002,2MASS J04173745-0800007|2MASSI J0417374-080000|2MUCD 10261|TIC 67808251|WISEA J041737.81-080000.0|[B2006] J041737.5-080001|Gaia DR2 3192982561632526208|Gaia DR3 3192982561632526208
2MASS J04174743-2129191,64.4477,-21.4886,2MASS J04174743-2129191|2MASSI J0417474-212919|2MUCD 10264|TIC 139553568|WISEA J041747.50-212919.0|Gaia DR2 5091393840591018240|Gaia DR3 5091393840591018240
2MASS J04185879-4507413,64.7450,-45.1282,2MASS J04185879-4507413|TIC 152574623|WISEA J041858.85-450741.4|WISE J041858.84-450741.4
LSR J0419+4233,64.9672,42.5584,2MASS J04195212+4233304|LSPM J0419+4233|LSR J0419+4233|TIC 347994537|USNO-B1.0 1325-00110870|WISEA J041952.62+423315.4|Gaia DR2 229155579195699456|Gaia DR3 229155579195699456
Hya01,65.1018,23.9370,2MASS J04202441+2356134|TIC 17286434|UGCS J042024.50+235613.0|WISEA J042024.53+235612.9|WISE J042024.52+235612.9|[SCH2006b] J04202448+23561330|Gaia DR3 149089760932648448|Gaia DR2 149089760932648448
2MASS J04203904+2355502,65.1626,23.9306,2MASS J04203904+2355502|TIC 58369702|Gaia DR2 149089554774211584|Gaia DR3 149089554774211584
2MASS J04210718-6306022,65.2800,-63.1006,2MASSI J0421072-630602|2MASS J04210718-6306022|2MUCD 10268|TIC 38636122|WISEA J042107.45-630559.7|WISE J042107.43-630559.7|Gaia DR2 4676436812239613056
LP 415-20,65.4566,19.4857,LP  415-20|** SIG    1|Cl* Melotte   25    BJH     262|EPIC 210774807|2MASS J04214955+1929086|TIC 17308656|WDS J04218+1929AB|WISEA J042149.67+192908.2|WISE J042149.66+192908.3|XEST 01-OM-031|XEST 01-034|2XMM J042149.6+192909|[ABG2007] 446|[GBA2007] 824|Gaia DR3 48190739948429184|Gaia DR2 48190739948429184
Hya06,65.5214,13.9798,2MASS J04220512+1358474|EPIC 210422945|TIC 435923794|UGCS J042205.16+135847.2|WISEA J042205.19+135847.1|WISE J042205.19+135847.2|Gaia DR3 3310992904122021120|Gaia DR2 3310992904122021120
2MASS J04221413+1530525,65.5589,15.5146,LP  415-1446|Cl* Melotte   25     LH     190|Cl* Melotte   25    DKJ    4046b|Cl* Melotte   25    DKJ    4446b|GJ  3276|2MASS J04221413+1530525|TIC 435923187|[BKM2008] HB7Ic04-145s|Gaia DR2 3311992669430199168|Gaia DR3 3311992669430199168
SDSS J042230.66+072342.9,65.6274,7.3958,2MASS J04223057+0723448|SDSS J042230.66+072342.9|SIMP J0422305+072344|TIC 372866413|WISEA J042230.71+072341.9|Gaia DR2 3286898343749943424|Gaia DR3 3286898343749943424
FU Tau B,65.8989,25.0499,2MASS J04233573+2502596|** MTZ    2B|NAME FU Tau b|TIC 58544614|UGCS J042335.74+250259.4|V* FU Tau B|WDS J04236+2503B|[QGH2010] CAHA Tau 6|Gaia DR3 149629479408410240|Gaia DR2 149629479408410240
SDSSp J042348.57-041403.5,65.9524,-4.2342,2MASS J04234858-0414035|2MASSI J0423485-041403|2MUCD 10276|SDSS J042348.56-041403.5|SDSS J042348.57-041403.5|SDSS J042348.56-041403.4|TIC 248614052|WDS J04238-0414AB|WISEA J042348.32-041402.5|WISEP J042348.32-041402.5|[B2006] J042348.5-041403|Gaia DR2 3203124697405667712|Gaia DR3 3203124697405667712
2MASS J04235322-0006587,65.9717,-0.1163,2MASS J04235322-0006587|2MASSI J0423532-000658|TIC 248612830|Gaia DR2 3254552013035736832|Gaia DR3 3254552013035736832
WISE J042417.94+072744.1,66.0737,7.4648,WISEA J042418.04+072743.8|WISE J042417.94+072744.1|EQ J0424+0727
WISEA J042449.21-595905.6,66.2038,-59.9853,2MASS J04244882-5959075|TIC 38700094|WISEA J042449.22-595905.5|WISE J042449.21-595905.6
LHS 191,66.5831,3.6100,2MASS J04261992+0336359|GJ  3289|LHS   191|LP  535-12|LSPM J0426+0336|NLTT 13261|PLX  981.01|TIC 448894007|USNO-B1.0 0936-00056193|WISEA J042619.85+033625.5|[GKL99] 117|[RHG95]   773|Gaia DR2 3280675417175220224|Gaia DR3 3280675417175220224
2MASS J04270723+0859027,66.7802,8.9841,2MASS J04270723+0859027|SDSS J042707.18+085902.7|TIC 373023447|Gaia DR2 3299496547982121216|Gaia DR3 3299496547982121216
DENIS-P J04272708-1127143,66.8629,-11.4540,2MASS J04272708-1127143|TIC 37951581|Gaia DR2 3179071025121864064|Gaia DR3 3179071025121864064
2MASSI J0428510-225323,67.2124,-22.8896,2MASS J04285096-2253227|DENIS J042850.9-225322|2MASSI J0428509-225322|2MASSI J0428510-225323|2MUCD 10286|TIC 139732915|WISEA J042851.06-225320.9|Gaia DR2 4898159649876292096|Gaia DR3 4898159654173165824
2MASSI J0429184-312356,67.3270,-31.3991,2MASS J04291842-3123568|** SIG    4|2MASSI J0429184-312356|2MUCD 10287|1RXS J042918.9-312401|TIC 170675902|WDS J04293-3124AB|[B2006] J042918.4-312357|Gaia DR3 4872659466967320576|Gaia DR2 4872659466967320576
CFHT-Hy-21,67.3449,15.5917,Cl* Melotte   25   CFHT      21|CWISE J042922.88+153529.4|UGCS J042922.82+153529.9|WISEA J042922.84+153529.4|WISE J042922.84+153529.5|[BKM2008] HA9Ic04-1346l
DH Tau B,67.4236,26.5490,** ITO   13C|NAME DH Tau B|V* DH Tau B|WDS J04297+2633C
WISEA J042949.41-783705.6,67.4512,-78.6195,2MASS J04294849-7837100|TIC 269763291|WISEA J042949.48-783705.5|WISE J042949.41-783705.6
CFHT-Hy-20,67.6613,13.1658,Cl* Melotte   25   CFHT      20|CWISE J043038.87+130956.7|UGCS J043038.77+130956.9|WISEA J043038.82+130956.8|WISEP J043038.81+130956.8|WISE J043038.81+130956.8|[BKM2008] HC22c09-1735l
2MASS J04305157-0849007,67.7149,-8.8169,2MASS J04305157-0849007|** KO    2B|DENIS J043051.5-084900|Koenigstuhl 2B|2MASSI J0430515-084900|TIC 38041436|USNO-B1.0 0811-00044920|WDS J04309-0849B|WISEA J043051.57-084902.6|Gaia DR2 3197623290976364544|Gaia DR3 3197623290976364544
WISE J043052.92+463331.6,67.7170,46.5576,WISEA J043052.96+463331.7|WISE J043052.92+463331.6|EQ J0430+4633
Cl* Melotte 25 DKJ 14784e,68.3450,12.3974,2MASS J04332279+1223507|Cl* Melotte   25    DKJ   14784e|TIC 245858795|Gaia DR2 3306608700290810368|Gaia DR3 3306608700290810368
2MASS J04351455-1414468,68.8107,-14.2463,2MASS J04351455-1414468|2MASSI J0435145-141446|TIC 117733072|USNO-B1.0 0757-00057276|WISEA J043514.55-141446.6|WISE J043514.55-141446.6|Gaia DR2 3174352367891659904|Gaia DR3 3174352367891659904
LP 775-031,68.8173,-16.1159,LP  775-31|** CRC   47A|Karmn J04352-161|2MASS J04351612-1606574|2MASSI J0435161-160657|2MUCD 10302|NLTT 13580|SIPS J0435-1607|TIC 117733581|USNO-B1.0 0738-00044692|WDS J04353-1607A|WISEA J043516.26-160653.9|WISE J043516.24-160653.9|[B2006] J043516.1-160657|Gaia DR3 3171631420210205056|Gaia DR2 3171631420210205056
WISEA J043535.82+211508.9,68.8966,21.2553,2MASS J04353511+2115201|EPIC 251456966|TIC 118518993|WISEA J043535.82+211508.9|WISE J043535.80+211509.2|Gaia DR3 144711230753602048|Gaia DR2 144711230753602048
Hya12,68.9288,13.3959,2MASS J04354290+1323449|CWISE J043543.04+132344.8|PSO J068.9292+13.3958|TIC 245870831|UGCS J043542.96+132344.8|WISEA J043543.01+132344.9|WISE J043542.99+132344.9
2MASS J04362054-4218523,69.0856,-42.3145,2MASS J04362054-4218523|DENIS J043620.5-421851|TIC 153857413|Gaia DR2 4815587464796456192|Gaia DR3 4815587464796456192
2MASS J04362767+1151243,69.1153,11.8567,2MASS J04362767+1151243|2MASSI J0436276+115124|TIC 373140842|Gaia DR2 3306421753248761984|Gaia DR3 3306421753248761984
2MASS J04362788-4114465,69.1162,-41.2462,2MASS J04362788-4114465|DENIS J043627.8-411446|2MASSI J0436278-411446|TIC 77228304|TOI-456|Gaia DR2 4815936868977501568|Gaia DR3 4815936868977501568
2MASS J04365019-1803262,69.2092,-18.0573,2MASS J04365019-1803262|2MASSI J0436501-180326|2MUCD 10307|SIPS J0436-1803|TIC 121567488|WISEA J043650.35-180326.2|Gaia DR2 2978951490730995200|Gaia DR3 2978951490730995200
51 Eri b,69.4006,-2.4735,*  51 Eri b
2MASS J04373705+2331080,69.4044,23.5188,2MASS J04373705+2331080|EPIC 247673511|PSO J069.4044+23.5186|TIC 118596614|UGCS J043737.07+233107.4|WISEA J043737.06+233107.3|WISE J043737.06+233107.3
YMGL-1-6513820,69.4987,19.6348,Gaia DR2 3410602846507601920|Gaia DR3 3410602846507601920
PSO J069.7303+04.3834,69.7299,4.3834,2MASS J04385515+0423001|CWISE J043855.29+042300.6|PSO J069.7303+04.3834|WISE J043855.23+042300.5
2MASSI J0439010-235308,69.7542,-23.8857,2MASS J04390101-2353083|2MASSI J0439010-235308|2MUCD 10312|TIC 121592290|[B2006] J043901.0-235308|Gaia DR2 4894945708668731264|Gaia DR3 4894945708668731264
LkCa 15 b,69.8241,22.3509,** LKCA   15Ab|EM* LkCa   15b|WDS J04393+2221Ab
2MASS J04400972-5126544,70.0406,-51.4485,2MASS J04400972-5126544|TIC 259445085|WISEA J044009.78-512654.2|WISE J044009.77-512654.3|Gaia DR2 4784262378522837888|Gaia DR3 4784262378522837888
NLTT 13728,70.0970,-5.5023,2MASS J04402325-0530082|DENIS J044023.1-053009|LP  655-48|2MASSI J0440232-053008|2MUCD 10316|NLTT 13728|1RXS J044022.8-053020|SIPS J0440-0530|TIC 298907057|USNO-B1.0 0844-00044961|WISEA J044023.50-053006.7|[B2006] J044023.2-053008|[FS2003] 0212|Gaia DR2 3200303384927512960|Gaia DR3 3200303384927512960
2MASS J04402583-1820414,70.1076,-18.3449,2MASS J04402583-1820414|TIC 121634766|Gaia DR2 2978888062654110592|Gaia DR3 2978888062654110592
PSO J070.3773+04.7333,70.3766,4.7337,PSO J070.3773+04.7333|WISEA J044130.48+044359.8|WISE J044130.52+044359.9
2MASS 0441+2301 Bab,70.4371,23.0309,2MASS J04414489+2301513|** KSA   29A|** TOD    1Aa{comma}Ab|TIC 118893899|UGCS J044144.89+230151.3|USNO-B1.0 1130-00071517|WDS J04417+2302A|WDS J04417+2302Aa{comma}Ab|Gaia DR3 146487556211644544|Gaia DR2 146487556211644544
2MASS 0441+2301 Aab,70.4402,23.0328,UCAC2  39972132|** TOD    1Ba|** KSA   29B|ATO J070.4402+23.0326|2MASS J04414565+2301580|TIC 118893901|UCAC4 566-011236|UGCS J044145.65+230158.0|WDS J04417+2302Ba|WDS J04417+2302B|WISEA J044145.65+230157.7|WISE J044145.65+230157.8|[TLM2010] 2M J044145 A|Gaia DR3 146487560507840768|Gaia DR2 146487560507840768
Hya04,70.5772,17.9105,2MASS J04421852+1754378|TIC 61283541|UGCS J044218.56+175437.6|WISEA J044218.60+175437.7|WISE J044218.60+175437.8|Gaia DR3 3409343115420601728|Gaia DR2 3409343115420601728
2MASSI J0443058-320209,70.7743,-32.0358,2MASS J04430581-3202090|2MASSI J0443058-320209|TIC 170882615|WISEA J044305.82-320206.6|Gaia DR2 4877448669035035520|Gaia DR3 4877448669035035520
2MASS J04433761+0002051,70.9067,0.0348,2MASS J04433761+0002051|DENIS J044337.5+000205|2MASSI J0443376+000205|2MUCD 10320|SDSS J044337.60+000205.2|SDSS J044337.61+000205.1|TIC 299007548|WISEA J044337.64+000203.9|[B2006] J044337.6+000205|Gaia DR2 3230008650057256960|Gaia DR3 3230008650057256960
2MASS J04441479+0543573,71.0616,5.7326,2MASS J04441479+0543573|TIC 459943223|Gaia DR2 3282728853923029376|Gaia DR3 3282728853923029376
2MASS J04451119-0602526,71.2967,-6.0480,2MASS J04451119-0602526|2MASSI J0445111-060252|TIC 56184787|Gaia DR2 3199991535942307584|Gaia DR3 3199991535942307584
2MASS J04453237-3642258,71.3848,-36.7071,2MASS J04453237-3642258|2MASSI J0445323-364225|SIPS J0445-3642|TIC 257644451|WISEA J044532.75-364226.0|Gaia DR2 4866773609425146496|Gaia DR3 4866773609425146496
PSO J071.4708+36.4930,71.4707,36.4934,2MASS J04455300+3629369|PSO J071.4708+36.4930|TIC 156523272|WISEA J044552.98+362934.9|WISE J044552.98+362935.0
2MASSI J0445538-304820,71.4746,-30.8057,2MASS J04455387-3048204|2MASSI J0445538-304820|2MUCD 10329|TIC 1220362|WISEA J044554.02-304824.9|[B2006] J044553.8-304820|Gaia DR2 4878035808244168832|Gaia DR3 4878035808244168832
LHS 197,71.5771,48.7477,LHS   197|GJ  3311|LP  157-25|LSPM J0446+4844|2MASS J04461849+4844518|NLTT 13877|PLX 1052.01|TIC 355147124|USNO-B1.0 1387-00123726|WISEA J044619.57+484445.2|[RHG95]   823|Gaia DR2 258996015538087680|Gaia DR3 258996015538087680
