# %ECSV 1.0,,
# ---,,
# datatype:,,
# - {name: Ultracool Sheet Name, datatype: string},
# - {name: SIMPLE Source Name, datatype: string},
# - {name: SIMPLE URL, datatype: string, subtype: json}
# delimiter: ',',
# schema: astropy-2.0,,
Ultracool Sheet Name,SIMPLE Source Name,SIMPLE URL
WISEPC J075946.98-490454.0,WISEPC J075946.98-490454.0,"""https://simple-bd-archive.org/solo_result/WISEPC%20J075946.98-490454.0"""
SDSS J080027.57+551134.1,SDSS J080027.57+551134.1,"""https://simple-bd-archive.org/solo_result/SDSS%20J080027.57%2B551134.1"""
SDSS J080048.13+465825.5,SDSS J080048.13+465825.5,"""https://simple-bd-archive.org/solo_result/SDSS%20J080048.13%2B465825.5"""
SDSS J080054.27+241316.8,SDSS J080054.27+241316.8,"""https://simple-bd-archive.org/solo_result/SDSS%20J080054.27%2B241316.8"""
ULAS J080055.05+193838.1,ULAS J080055.05+193838.1,"""https://simple-bd-archive.org/solo_result/ULAS%20J080055.05%2B193838.1"""
2MASSW J0801405+462850,2MASSW J0801405+462850,"""https://simple-bd-archive.org/solo_result/2MASSW%20J0801405%2B462850"""
SDSS J080159.52+480628.6,SDSS J080159.52+480628.6,"""https://simple-bd-archive.org/solo_result/SDSS%20J080159.52%2B480628.6"""
SDSS J080255.75+332143.6,SDSS J080255.75+332143.6,"""https://simple-bd-archive.org/solo_result/SDSS%20J080255.75%2B332143.6"""
SDSS J080322.77+123845.3,SDSS J080322.77+123845.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J080322.77%2B123845.3"""
2MASS J08034469+0827000,2MASS J08034469+0827000,"""https://simple-bd-archive.org/solo_result/2MASS%20J08034469%2B0827000"""
LSPM J0804+6153,LSPM J0804+6153,"""https://simple-bd-archive.org/solo_result/LSPM%20J0804%2B6153"""
2MASS J08041429+0330474,2MASS J08041429+0330474,"""https://simple-bd-archive.org/solo_result/2MASS%20J08041429%2B0330474"""
ULAS J080441.05+182611.6,ULAS J080441.05+182611.6,"""https://simple-bd-archive.org/solo_result/ULAS%20J080441.05%2B182611.6"""
DENIS-P J080511.0-315811,DENIS-P J080511.0-315811,"""https://simple-bd-archive.org/solo_result/DENIS-P%20J080511.0-315811"""
SDSS J080519.69+492504.8,SDSS J080519.69+492504.8,"""https://simple-bd-archive.org/solo_result/SDSS%20J080519.69%2B492504.8"""
SDSS J080531.84+481233.0,SDSS J080531.84+481233.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J080531.84%2B481233.0"""
SDSS J080549.90+511312.6,SDSS J080549.90+511312.6,"""https://simple-bd-archive.org/solo_result/SDSS%20J080549.90%2B511312.6"""
SDSS J080550.06+533531.4,SDSS J080550.06+533531.4,"""https://simple-bd-archive.org/solo_result/SDSS%20J080550.06%2B533531.4"""
WISE J080700.23+413026.8,WISE J080700.23+413026.8,"""https://simple-bd-archive.org/solo_result/WISE%20J080700.23%2B413026.8"""
WD 0806-661B,L 97-3B,"""https://simple-bd-archive.org/solo_result/L%2097-3B"""
2MASS J08072607+3213101,2MASS J08072607+3213101,"""https://simple-bd-archive.org/solo_result/2MASS%20J08072607%2B3213101"""
SDSS J080858.99+410741.0,SDSS J080858.99+410741.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J080858.99%2B410741.0"""
ULAS J080918.41+212615.2,ULAS J080918.41+212615.2,"""https://simple-bd-archive.org/solo_result/ULAS%20J080918.41%2B212615.2"""
SDSS J080959.01+443422.2,2MASS J08095903+4434216,"""https://simple-bd-archive.org/solo_result/2MASS%20J08095903%2B4434216"""
2MASS J08105865+1420390,2MASS J08105865+1420390,"""https://simple-bd-archive.org/solo_result/2MASS%20J08105865%2B1420390"""
ULAS J081110.86+252931.8,ULAS J081110.86+252931.8,"""https://simple-bd-archive.org/solo_result/ULAS%20J081110.86%2B252931.8"""
WISE J081117.81-805141.3,WISE J081117.81-805141.3,"""https://simple-bd-archive.org/solo_result/WISE%20J081117.81-805141.3"""
NLTT 19109B,NLTT 19109B,"""https://simple-bd-archive.org/solo_result/NLTT%2019109B"""
WISE J081220.04+402106.2,WISE J081220.04+402106.2,"""https://simple-bd-archive.org/solo_result/WISE%20J081220.04%2B402106.2"""
DENIS-P J0812316-244442,DENIS-P J0812316-244442,"""https://simple-bd-archive.org/solo_result/DENIS-P%20J0812316-244442"""
SDSS J081253.19+372104.2,SDSS J081253.19+372104.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J081253.19%2B372104.2"""
SDSS J081301.02+322807.9,SDSS J081301.02+322807.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J081301.02%2B322807.9"""
WISEA J081322.19-152203.2,WISEA J081322.19-152203.2,"""https://simple-bd-archive.org/solo_result/WISEA%20J081322.19-152203.2"""
ULAS J081407.51+245200.9,ULAS J081407.51+245200.9,"""https://simple-bd-archive.org/solo_result/ULAS%20J081407.51%2B245200.9"""
ULAS J081507.26+271119.2,ULAS J081507.26+271119.2,"""https://simple-bd-archive.org/solo_result/ULAS%20J081507.26%2B271119.2"""
2MASS J08151407+1030117,2MASS J08151407+1030117,"""https://simple-bd-archive.org/solo_result/2MASS%20J08151407%2B1030117"""
SDSS J081556.74+452411.8,SDSS J081556.74+452411.8,"""https://simple-bd-archive.org/solo_result/SDSS%20J081556.74%2B452411.8"""
SDSS J081653.72+344535.8,SDSS J081653.72+344535.8,"""https://simple-bd-archive.org/solo_result/SDSS%20J081653.72%2B344535.8"""
DENIS J081730.0-615520,2MASS J08173001-6155158,"""https://simple-bd-archive.org/solo_result/2MASS%20J08173001-6155158"""
SDSS J081733.99+393606.0,SDSS J081733.99+393606.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J081733.99%2B393606.0"""
SDSS J081752.63+194727.6,SDSS J081752.63+194727.6,"""https://simple-bd-archive.org/solo_result/SDSS%20J081752.63%2B194727.6"""
SDSS J081757.49+182405.0,SDSS J081757.49+182405.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J081757.49%2B182405.0"""
SDSS J081802.24+582920.9,SDSS J081802.24+582920.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J081802.24%2B582920.9"""
SDSS J081812.28+331048.2,SDSS J081812.28+331048.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J081812.28%2B331048.2"""
SDSS J081814.38+245337.4,SDSS J081814.38+245337.4,"""https://simple-bd-archive.org/solo_result/SDSS%20J081814.38%2B245337.4"""
2MASS J08185804+2333522,2MASS J08185804+2333522,"""https://simple-bd-archive.org/solo_result/2MASS%20J08185804%2B2333522"""
ULAS J081918.58+210310.4,ULAS J081918.58+210310.4,"""https://simple-bd-archive.org/solo_result/ULAS%20J081918.58%2B210310.4"""
2MASS J08194351-0450071,2MASS J08194351-0450071,"""https://simple-bd-archive.org/solo_result/2MASS%20J08194351-0450071"""
2MASS J08194602+1658539,2MASS J08194602+1658539,"""https://simple-bd-archive.org/solo_result/2MASS%20J08194602%2B1658539"""
ULAS J081948.09+073323.3,ULAS J081948.09+073323.3,"""https://simple-bd-archive.org/solo_result/ULAS%20J081948.09%2B073323.3"""
WISEPA J081958.05-033529.0,WISE J081958.05-033528.5,"""https://simple-bd-archive.org/solo_result/WISE%20J081958.05-033528.5"""
WISEA J082000.48-662211.9,WISEA J082000.48-662211.9,"""https://simple-bd-archive.org/solo_result/WISEA%20J082000.48-662211.9"""
2MASSW J0820299+450031,2MASS J08202996+4500315,"""https://simple-bd-archive.org/solo_result/2MASS%20J08202996%2B4500315"""
SDSS J082030.12+103737.0,SDSS J082030.12+103737.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J082030.12%2B103737.0"""
2MASS J08204440-7514571,2MASS J08204440-7514571,"""https://simple-bd-archive.org/solo_result/2MASS%20J08204440-7514571"""
SDSS J082115.06+333651.2,SDSS J082115.06+333651.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J082115.06%2B333651.2"""
WISEPA J082131.63+144319.3,2MASS J08213173+1443231,"""https://simple-bd-archive.org/solo_result/2MASS%20J08213173%2B1443231"""
ULAS J082155.49+250939.6,ULAS J082155.49+250939.6,"""https://simple-bd-archive.org/solo_result/ULAS%20J082155.49%2B250939.6"""
DENIS-P J0823031-491201,DENIS-P J0823031-491201,"""https://simple-bd-archive.org/solo_result/DENIS-P%20J0823031-491201"""
2MASS J08230838+6125208,2MASS J08230838+6125208,"""https://simple-bd-archive.org/solo_result/2MASS%20J08230838%2B6125208"""
ULAS J082327.46+002424.4,ULAS J082327.46+002424.4,"""https://simple-bd-archive.org/solo_result/ULAS%20J082327.46%2B002424.4"""
SDSS J082346.99+154947.4,SDSS J082346.99+154947.4,"""https://simple-bd-archive.org/solo_result/SDSS%20J082346.99%2B154947.4"""
2MASS J08234818+2428577,2MASS J08234818+2428577,"""https://simple-bd-archive.org/solo_result/2MASS%20J08234818%2B2428577"""
ULAS J082428.08+055742.5,ULAS J082428.08+055742.5,"""https://simple-bd-archive.org/solo_result/ULAS%20J082428.08%2B055742.5"""
WISEA J082507.37+280548.2,WISEA J082507.37+280548.2,"""https://simple-bd-archive.org/solo_result/WISEA%20J082507.37%2B280548.2"""
2MASSI J0825196+211552,2MASS J08251968+2115521,"""https://simple-bd-archive.org/solo_result/2MASS%20J08251968%2B2115521"""
SDSS J082539.87+310040.7,SDSS J082539.87+310040.7,"""https://simple-bd-archive.org/solo_result/SDSS%20J082539.87%2B310040.7"""
2MASS J08254335-0029110,2MASS J08254335-0029110,"""https://simple-bd-archive.org/solo_result/2MASS%20J08254335-0029110"""
SDSS J082612.27+544735.4,SDSS J082612.27+544735.4,"""https://simple-bd-archive.org/solo_result/SDSS%20J082612.27%2B544735.4"""
WISEA J082640.45-164031.8,WISEA J082640.45-164031.8,"""https://simple-bd-archive.org/solo_result/WISEA%20J082640.45-164031.8"""
SDSS J082642.65+193922.0,SDSS J082642.65+193922.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J082642.65%2B193922.0"""
ULAS J082707.67-020408.2,ULAS J082707.67-020408.2,"""https://simple-bd-archive.org/solo_result/ULAS%20J082707.67-020408.2"""
2MASS J08274661-1619256,2MASS J08274661-1619256,"""https://simple-bd-archive.org/solo_result/2MASS%20J08274661-1619256"""
SSSPM J0829-1309,SSSPM J0829-1309,"""https://simple-bd-archive.org/solo_result/SSSPM%20J0829-1309"""
2MASSW J0829066+145622,2MASSW J0829066+145622,"""https://simple-bd-archive.org/solo_result/2MASSW%20J0829066%2B145622"""
SDSS J082928.21+343954.0,SDSS J082928.21+343954.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J082928.21%2B343954.0"""
2MASS J08293244-0238543,2MASS J08293244-0238543,"""https://simple-bd-archive.org/solo_result/2MASS%20J08293244-0238543"""
2MASS J08294908-0012241,2MASS J08294908-0012241,"""https://simple-bd-archive.org/solo_result/2MASS%20J08294908-0012241"""
LHS 248,GJ 1111,"""https://simple-bd-archive.org/solo_result/GJ%201111"""
PSO J127.4696+10.5777,PSO J127.4696+10.5777,"""https://simple-bd-archive.org/solo_result/PSO%20J127.4696%2B10.5777"""
2MASSW J0829570+265510,2MASSW J0829570+265510,"""https://simple-bd-archive.org/solo_result/2MASSW%20J0829570%2B265510"""
SDSSp J083008.12+482847.4,2MASS J08300825+4828482,"""https://simple-bd-archive.org/solo_result/2MASS%20J08300825%2B4828482"""
PSO J127.5648-11.1861,PSO J127.5648-11.1861,"""https://simple-bd-archive.org/solo_result/PSO%20J127.5648-11.1861"""
SDSS J083027.24+220345.0,SDSS J083027.24+220345.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J083027.24%2B220345.0"""
LHS 2021,LHS 2021,"""https://simple-bd-archive.org/solo_result/LHS%202021"""
SDSS J083048.80+012831.1,2MASS J08304878+0128311,"""https://simple-bd-archive.org/solo_result/2MASS%20J08304878%2B0128311"""
SDSS J083122.08+153850.3,SDSS J083122.08+153850.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J083122.08%2B153850.3"""
2MASS J08315598+1025417,2MASS J08315598+1025417,"""https://simple-bd-archive.org/solo_result/2MASS%20J08315598%2B1025417"""
2MASSW J0832045-012835,2MASSW J0832045-012835,"""https://simple-bd-archive.org/solo_result/2MASSW%20J0832045-012835"""
LHS 2026,LHS 2026,"""https://simple-bd-archive.org/solo_result/LHS%202026"""
eta Cnc B,eta Cnc B,"""https://simple-bd-archive.org/solo_result/eta%20Cnc%20B"""
ULAS J083258.66+011241.9,ULAS J083258.66+011241.9,"""https://simple-bd-archive.org/solo_result/ULAS%20J083258.66%2B011241.9"""
ULAS J083334.60-014454.7,ULAS J083334.60-014454.7,"""https://simple-bd-archive.org/solo_result/ULAS%20J083334.60-014454.7"""
WISE J083337.82+005214.1,WISE J083337.82+005214.1,"""https://simple-bd-archive.org/solo_result/WISE%20J083337.82%2B005214.1"""
ULAS J083408.92+040728.7,ULAS J083408.92+040728.7,"""https://simple-bd-archive.org/solo_result/ULAS%20J083408.92%2B040728.7"""
SDSS J083424.12+071916.2,SDSS J083424.12+071916.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J083424.12%2B071916.2"""
SDSS J083429.19+230855.0,SDSS J083429.19+230855.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J083429.19%2B230855.0"""
WISE J083450.79+642526.8,WISE J083450.79+642526.8,"""https://simple-bd-archive.org/solo_result/WISE%20J083450.79%2B642526.8"""
SDSS J083506.16+195304.4,2MASS J08350622+1953050,"""https://simple-bd-archive.org/solo_result/2MASS%20J08350622%2B1953050"""
2MASS J08352366+1029318,2MASS J08352366+1029318,"""https://simple-bd-archive.org/solo_result/2MASS%20J08352366%2B1029318"""
2MASSI J0835425-081923,2MASS J08354256-0819237,"""https://simple-bd-archive.org/solo_result/2MASS%20J08354256-0819237"""
SDSS J083545.33+222430.9,SDSS J083545.33+222430.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J083545.33%2B222430.9"""
2MASS J08355829+0548308,2MASS J08355829+0548308,"""https://simple-bd-archive.org/solo_result/2MASS%20J08355829%2B0548308"""
SDSS J083611.43+450319.5,SDSS J083611.43+450319.5,"""https://simple-bd-archive.org/solo_result/SDSS%20J083611.43%2B450319.5"""
ULAS J083613.47+022106.3,ULAS J083613.47+022106.3,"""https://simple-bd-archive.org/solo_result/ULAS%20J083613.47%2B022106.3"""
SDSS J083621.98+494931.5,SDSS J083621.98+494931.5,"""https://simple-bd-archive.org/solo_result/SDSS%20J083621.98%2B494931.5"""
WISEPC J083641.12-185947.2,WISEPC J083641.12-185947.2,"""https://simple-bd-archive.org/solo_result/WISEPC%20J083641.12-185947.2"""
SDSS J083646.35+052642.6,SDSS J083646.35+052642.6,"""https://simple-bd-archive.org/solo_result/SDSS%20J083646.35%2B052642.6"""
SDSS J083652.36+183544.9,SDSS J083652.36+183544.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J083652.36%2B183544.9"""
SDSSp J083717.22-000018.3,SDSS J083717.21-000018.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J083717.21-000018.0"""
SDSS J083724.78+081603.9,SDSS J083724.78+081603.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J083724.78%2B081603.9"""
SDSS J083732.80+161737.5,SDSS J083732.80+161737.5,"""https://simple-bd-archive.org/solo_result/SDSS%20J083732.80%2B161737.5"""
eta Pyx B,eta Pyx B,"""https://simple-bd-archive.org/solo_result/eta%20Pyx%20B"""
ULAS J083756.19-004156.0,ULAS J083756.19-004156.0,"""https://simple-bd-archive.org/solo_result/ULAS%20J083756.19-004156.0"""
SDSS J083759.75+195727.7,SDSS J083759.75+195727.7,"""https://simple-bd-archive.org/solo_result/SDSS%20J083759.75%2B195727.7"""
2MASS J08381155+1511155,2MASS J08381155+1511155,"""https://simple-bd-archive.org/solo_result/2MASS%20J08381155%2B1511155"""
ULAS J083842.51+081700.5,ULAS J083842.51+081700.5,"""https://simple-bd-archive.org/solo_result/ULAS%20J083842.51%2B081700.5"""
2MASS J08391608+1253543,2MASS J08391608+1253543,"""https://simple-bd-archive.org/solo_result/2MASS%20J08391608%2B1253543"""
SDSS J083926.25+433936.0,SDSS J083926.25+433936.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J083926.25%2B433936.0"""
SDSS J084001.62+451752.4,SDSS J084001.62+451752.4,"""https://simple-bd-archive.org/solo_result/SDSS%20J084001.62%2B451752.4"""
SDSS J084016.42+543002.1,SDSS J084016.42+543002.1,"""https://simple-bd-archive.org/solo_result/SDSS%20J084016.42%2B543002.1"""
LHS 2034,LHS 2034,"""https://simple-bd-archive.org/solo_result/LHS%202034"""
SDSS J084036.04+143424.3,SDSS J084036.04+143424.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J084036.04%2B143424.3"""
ULAS J084036.72+075933.6,ULAS J084036.72+075933.6,"""https://simple-bd-archive.org/solo_result/ULAS%20J084036.72%2B075933.6"""
SDSS J084106.85+603506.3,SDSS J084106.85+603506.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J084106.85%2B603506.3"""
SDSS J084149.77+005844.6,SDSS J084149.77+005844.6,"""https://simple-bd-archive.org/solo_result/SDSS%20J084149.77%2B005844.6"""
ULAS J084211.68+093611.9,ULAS J084211.68+093611.9,"""https://simple-bd-archive.org/solo_result/ULAS%20J084211.68%2B093611.9"""
WISEA J084254.56-061023.7,WISEA J084254.56-061023.7,"""https://simple-bd-archive.org/solo_result/WISEA%20J084254.56-061023.7"""
ULAS J084302.02+001246.9,ULAS J084302.02+001246.9,"""https://simple-bd-archive.org/solo_result/ULAS%20J084302.02%2B001246.9"""
SDSS J084307.95+314129.2,SDSS J084307.95+314129.2,"""https://simple-bd-archive.org/solo_result/SDSS%20J084307.95%2B314129.2"""
SDSS J084333.28+102443.5,SDSS J084333.28+102443.5,"""https://simple-bd-archive.org/solo_result/SDSS%20J084333.28%2B102443.5"""
SDSS J084407.00+284702.1,SDSS J084407.00+284702.1,"""https://simple-bd-archive.org/solo_result/SDSS%20J084407.00%2B284702.1"""
ULAS J084410.65-015944.2,ULAS J084410.65-015944.2,"""https://simple-bd-archive.org/solo_result/ULAS%20J084410.65-015944.2"""
2MASS J08441409-2924121,2MASS J08441409-2924121,"""https://simple-bd-archive.org/solo_result/2MASS%20J08441409-2924121"""
SDSS J084444.58+403620.0,SDSS J084444.58+403620.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J084444.58%2B403620.0"""
UGCS J084510.66+214817.1,UGCS J084510.66+214817.1,"""https://simple-bd-archive.org/solo_result/UGCS%20J084510.66%2B214817.1"""
SDSS J084520.21+360551.4,SDSS J084520.21+360551.4,"""https://simple-bd-archive.org/solo_result/SDSS%20J084520.21%2B360551.4"""
SDSS J084610.73+030837.5,SDSS J084610.73+030837.5,"""https://simple-bd-archive.org/solo_result/SDSS%20J084610.73%2B030837.5"""
ULAS J084710.35+020413.3,ULAS J084710.35+020413.3,"""https://simple-bd-archive.org/solo_result/ULAS%20J084710.35%2B020413.3"""
2MASSI J0847287-153237,2MASS J08472872-1532372,"""https://simple-bd-archive.org/solo_result/2MASS%20J08472872-1532372"""
ULAS J084743.93+035040.2,ULAS J084743.93+035040.2,"""https://simple-bd-archive.org/solo_result/ULAS%20J084743.93%2B035040.2"""
SDSS J084751.48+013811.0,SDSS J084751.48+013811.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J084751.48%2B013811.0"""
SDSS J084758.93+260723.9,SDSS J084758.93+260723.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J084758.93%2B260723.9"""
ULAS J084849.71+071512.0,ULAS J084849.71+071512.0,"""https://simple-bd-archive.org/solo_result/ULAS%20J084849.71%2B071512.0"""
SDSS J084934.05+591622.9,SDSS J084934.05+591622.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J084934.05%2B591622.9"""
2MASS J08500174-1924184,2MASS J08500174-1924184,"""https://simple-bd-archive.org/solo_result/2MASS%20J08500174-1924184"""
ULAS J085035.45+062152.7,ULAS J085035.45+062152.7,"""https://simple-bd-archive.org/solo_result/ULAS%20J085035.45%2B062152.7"""
2MASSW J0850359+105716,2MASS J08503593+1057156,"""https://simple-bd-archive.org/solo_result/2MASS%20J08503593%2B1057156"""
SDSS J085116.20+181730.0,SDSS J085116.20+181730.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J085116.20%2B181730.0"""
ULAS J085139.03+005340.9,ULAS J085139.03+005340.9,"""https://simple-bd-archive.org/solo_result/ULAS%20J085139.03%2B005340.9"""
SDSS J085213.94+421921.3,SDSS J085213.94+421921.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J085213.94%2B421921.3"""
SDSS J085214.41+094048.0,SDSS J085214.41+094048.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J085214.41%2B094048.0"""
WISEA J085224.36+513925.5,WISEA J085224.36+513925.5,"""https://simple-bd-archive.org/solo_result/WISEA%20J085224.36%2B513925.5"""
SDSS J085234.90+472035.0,SDSS J085234.90+472035.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J085234.90%2B472035.0"""
ULAS J085311.68+032147.7,ULAS J085311.68+032147.7,"""https://simple-bd-archive.org/solo_result/ULAS%20J085311.68%2B032147.7"""
LHS 2065,2MASS J08533619-0329321,"""https://simple-bd-archive.org/solo_result/2MASS%20J08533619-0329321"""
ULAS J085342.94+000651.8,ULAS J085342.94+000651.8,"""https://simple-bd-archive.org/solo_result/ULAS%20J085342.94%2B000651.8"""
SDSS J085359.10+223335.8,SDSS J085359.10+223335.8,"""https://simple-bd-archive.org/solo_result/SDSS%20J085359.10%2B223335.8"""
ULAS J085500.12+000204.1,ULAS J085500.12+000204.1,"""https://simple-bd-archive.org/solo_result/ULAS%20J085500.12%2B000204.1"""
WISE J085510.83-071442.5,WISEA J085510.74-071442.5,"""https://simple-bd-archive.org/solo_result/WISEA%20J085510.74-071442.5"""
PSO J133.8016-02.5658,PSO J133.8016-02.5658,"""https://simple-bd-archive.org/solo_result/PSO%20J133.8016-02.5658"""
PSO J133.8302+06.0160,PSO J133.8302+06.0160,"""https://simple-bd-archive.org/solo_result/PSO%20J133.8302%2B06.0160"""
ULAS J085540.39-021923.9,ULAS J085540.39-021923.9,"""https://simple-bd-archive.org/solo_result/ULAS%20J085540.39-021923.9"""
ULAS J085559.77+003048.3,ULAS J085559.77+003048.3,"""https://simple-bd-archive.org/solo_result/ULAS%20J085559.77%2B003048.3"""
SDSS J085602.05+124014.3,SDSS J085602.05+124014.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J085602.05%2B124014.3"""
2MASS J08561384-1342242,2MASS J08561384-1342242,"""https://simple-bd-archive.org/solo_result/2MASS%20J08561384-1342242"""
2MASSI J0856479+223518,2MASS J08564793+2235182,"""https://simple-bd-archive.org/solo_result/2MASS%20J08564793%2B2235182"""
ULAS J085715.96+091325.3,ULAS J085715.96+091325.3,"""https://simple-bd-archive.org/solo_result/ULAS%20J085715.96%2B091325.3"""
WISEPA J085716.25+560407.6,WISEPA J085716.25+560407.6,"""https://simple-bd-archive.org/solo_result/WISEPA%20J085716.25%2B560407.6"""
2MASS J08572787-0332396,2MASS J08572787-0332396,"""https://simple-bd-archive.org/solo_result/2MASS%20J08572787-0332396"""
SDSSp J085758.45+570851.4,2MASS J08575849+5708514,"""https://simple-bd-archive.org/solo_result/2MASS%20J08575849%2B5708514"""
SDSS J085805.47+221457.8,SDSS J085805.47+221457.8,"""https://simple-bd-archive.org/solo_result/SDSS%20J085805.47%2B221457.8"""
SDSS J085834.42+325627.7,SDSS J085834.42+325627.7,"""https://simple-bd-archive.org/solo_result/SDSS%20J085834.42%2B325627.7"""
SDSS J085836.98+271050.8,SDSS J085836.98+271050.8,"""https://simple-bd-archive.org/solo_result/SDSS%20J085836.98%2B271050.8"""
SDSS J085858.92+180445.7,SDSS J085858.92+180445.7,"""https://simple-bd-archive.org/solo_result/SDSS%20J085858.92%2B180445.7"""
ULAS J085910.69+101017.1,ULAS J085910.69+101017.1,"""https://simple-bd-archive.org/solo_result/ULAS%20J085910.69%2B101017.1"""
2MASSI J0859254-194926,2MASS J08592547-1949268,"""https://simple-bd-archive.org/solo_result/2MASS%20J08592547-1949268"""
ULAS J085931.39+063600.6,ULAS J085931.39+063600.6,"""https://simple-bd-archive.org/solo_result/ULAS%20J085931.39%2B063600.6"""
2MASS J08593854+6341355,2MASS J08593854+6341355,"""https://simple-bd-archive.org/solo_result/2MASS%20J08593854%2B6341355"""
2MASS J08594029+1145325,2MASS J08594029+1145325,"""https://simple-bd-archive.org/solo_result/2MASS%20J08594029%2B1145325"""
SDSS J085959.78+292205.3,SDSS J085959.78+292205.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J085959.78%2B292205.3"""
PSO J135.0395+32.0845,PSO J135.0395+32.0845,"""https://simple-bd-archive.org/solo_result/PSO%20J135.0395%2B32.0845"""
LP 368-128,LP 368-128,"""https://simple-bd-archive.org/solo_result/LP%20368-128"""
SDSS J090023.68+253934.3,SDSS J090023.68+253934.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J090023.68%2B253934.3"""
SDSS J090040.61+422721.5,SDSS J090040.61+422721.5,"""https://simple-bd-archive.org/solo_result/SDSS%20J090040.61%2B422721.5"""
ULAS J090116.23-030635.0,ULAS J090116.23-030635.0,"""https://simple-bd-archive.org/solo_result/ULAS%20J090116.23-030635.0"""
CFBDS J090139.82+174051.3,CFBDS J090139.82+174051.3,"""https://simple-bd-archive.org/solo_result/CFBDS%20J090139.82%2B174051.3"""
SDSS J090154.73+381837.5,SDSS J090154.73+381837.5,"""https://simple-bd-archive.org/solo_result/SDSS%20J090154.73%2B381837.5"""
2MASSI J0902146-064209,2MASSI J0902146-064209,"""https://simple-bd-archive.org/solo_result/2MASSI%20J0902146-064209"""
SDSS J090238.98+301840.3,SDSS J090238.98+301840.3,"""https://simple-bd-archive.org/solo_result/SDSS%20J090238.98%2B301840.3"""
WISEA J090258.99+670833.1,WISEA J090258.99+670833.1,"""https://simple-bd-archive.org/solo_result/WISEA%20J090258.99%2B670833.1"""
PSO J135.7840+16.9932,PSO J135.7840+16.9932,"""https://simple-bd-archive.org/solo_result/PSO%20J135.7840%2B16.9932"""
2MASS J09033514-0637336,2MASS J09033514-0637336,"""https://simple-bd-archive.org/solo_result/2MASS%20J09033514-0637336"""
SDSS J090347.55+011446.0,SDSS J090347.55+011446.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J090347.55%2B011446.0"""
CFBDS J090449.60+165347.0,CFBDS J090449.60+165347.0,"""https://simple-bd-archive.org/solo_result/CFBDS%20J090449.60%2B165347.0"""
SDSS J090509.00+043819.9,SDSS J090509.00+043819.9,"""https://simple-bd-archive.org/solo_result/SDSS%20J090509.00%2B043819.9"""
ULAS J090521.61+100654.9,ULAS J090521.61+100654.9,"""https://simple-bd-archive.org/solo_result/ULAS%20J090521.61%2B100654.9"""
SDSS J090531.00+195433.0,SDSS J090531.00+195433.0,"""https://simple-bd-archive.org/solo_result/SDSS%20J090531.00%2B195433.0"""
2MASS J09054654+5623117,2MASS J09054654+5623117,"""https://simple-bd-archive.org/solo_result/2MASS%20J09054654%2B5623117"""
PSO J136.5380-14.3267,PSO J136.5380-14.3267,"""https://simple-bd-archive.org/solo_result/PSO%20J136.5380-14.3267"""
PSO J136.5494-06.1944,PSO J136.5494-06.1944,"""https://simple-bd-archive.org/solo_result/PSO%20J136.5494-06.1944"""
WISEPA J090649.36+473538.6,WISEPA J090649.36+473538.6,"""https://simple-bd-archive.org/solo_result/WISEPA%20J090649.36%2B473538.6"""
ULAS J090710.26-022145.7,ULAS J090710.26-022145.7,"""https://simple-bd-archive.org/solo_result/ULAS%20J090710.26-022145.7"""
SDSS J090737.68+450935.7,SDSS J090737.68+450935.7,"""https://simple-bd-archive.org/solo_result/SDSS%20J090737.68%2B450935.7"""
