# %ECSV 1.0
# ---
# datatype:
# - {name: Skipped, datatype: string}
# - {name: Reason, datatype: string}
# delimiter: ','
# schema: astropy-2.0
Skipped,Reason
WISEA J212510.91-730758.8 W4,only upper error
2MASS J21263403-3143224 W4,only upper error
2MASS J21265040-8140293 W4,only upper error
2MASS J21265916+7617440 W4,only upper error
[HB88] M19 W4,only upper error
[HB88] M20 W3,only upper error
[HB88] M20 W4,only upper error
2MASSW J2130446-084520 W4,only upper error
SDSS J213151.87-001432.4 W3,only upper error
SDSS J213151.87-001432.4 W4,only upper error
SDSS J213154.43-011939.3 W3,only upper error
SDSS J213154.43-011939.3 W4,only upper error
2MASS J21321145+1341584 W3,only upper error
2MASS J21321145+1341584 W4,only upper error
SDSS J213240.36+102949.4 W4,only upper error
2MASS J21324898-1452544 W3,only upper error
2MASS J21324898-1452544 W4,only upper error
PSO J323.4300-07.5353 W4,only upper error
ULAS J213352.64-010343.4,missing wise designation name
ULAS J213352.64-010343.4,missing proper motion values
ULAS J213352.64-010343.4 W1,only upper error
ULAS J213352.64-010343.4 W2,only upper error
ULAS J213352.64-010343.4 W3,only upper error
ULAS J213352.64-010343.4 W4,only upper error
SDSS J213352.72+101841.0 W3,only upper error
SDSS J213352.72+101841.0 W4,only upper error
WISEA J213409.15+713236.1 W3,only upper error
WISEA J213409.15+713236.1 W4,only upper error
WISEPA J213456.73-713743.6 W4,only upper error
2MASS J21371044+1450475 W4,only upper error
2MASS J21373742+0808463 W4,only upper error
DENIS J2139136-352950 W4,only upper error
2MASS J21392676+0220226 W4,only upper error
CWISEP J213930.45+042721.6 W1,only upper error
CWISEP J213930.45+042721.6 W3,only upper error
CWISEP J213930.45+042721.6 W4,only upper error
2MASS J21395208+2148397 W3,only upper error
2MASS J21395208+2148397 W4,only upper error
2MASSW J2140293+162518 W4,only upper error
2MASS J21403907+3655563 W3,only upper error
2MASS J21403907+3655563 W4,only upper error
SDSS J214046.55+011259.7 W3,only upper error
SDSS J214046.55+011259.7 W4,only upper error
CFBDS J214139.77-033739.0 W3,only upper error
CFBDS J214139.77-033739.0 W4,only upper error
WISEA J214155.85-511853.1 W4,only upper error
2MASS J21420580-3101162 W3,only upper error
2MASS J21420580-3101162 W4,only upper error
HN Peg B,missing proper motion values
HN Peg B W4,only upper error
SDSS J214527.82-073434.1 W3,only upper error
SDSS J214527.82-073434.1 W4,only upper error
DENIS-P J2146.1-2153 W4,only upper error
Wolf 940B W3,only upper error
Wolf 940B W4,only upper error
WISE J214706.78-102924.0 W3,only upper error
WISE J214706.78-102924.0 W4,only upper error
2MASSW J2147436+143131 W4,only upper error
2MASS J21481326-6323265 W3,only upper error
2MASS J21481326-6323265 W4,only upper error
SIMP J21483578+2239427,missing wise designation name
SIMP J21483578+2239427,missing proper motion values
SIMP J21483578+2239427 W1,only upper error
SIMP J21483578+2239427 W2,only upper error
SIMP J21483578+2239427 W3,only upper error
SIMP J21483578+2239427 W4,only upper error
2MASS J21495655+0603349 W4,only upper error
DENIS J2150133-661036 W4,only upper error
2MASS J21501592-7520367,"duplicate, already ingested"
2MASS J21501592-7520367,"duplicate, already ingested"
2MASS J21501592-7520367 W4,only upper error
NLTT 52268B,missing wise designation name
NLTT 52268B,missing proper motion values
NLTT 52268B W1,only upper error
NLTT 52268B W2,only upper error
NLTT 52268B W3,only upper error
NLTT 52268B W4,only upper error
2MASS J21512543-2441000 W3,only upper error
2MASS J21512543-2441000 W4,only upper error
SDSS J215125.92-000200.7 W3,only upper error
SDSS J215125.92-000200.7 W4,only upper error
2MASS J21512797+3547206 W4,only upper error
2MASS J21513839-4853542 W4,only upper error
2MASS J21513979+3402444 W4,only upper error
2MASS J21522609+0937575 W4,only upper error
LSPM J2153+1157B,missing wise designation name
LSPM J2153+1157B,missing proper motion values
LSPM J2153+1157B W1,only upper error
LSPM J2153+1157B W2,only upper error
LSPM J2153+1157B W3,only upper error
LSPM J2153+1157B W4,only upper error
2MASS J21542494-1023022 W3,only upper error
2MASS J21542494-1023022 W4,only upper error
2MASS J21543318+5942187 W3,only upper error
2MASS J21543318+5942187 W4,only upper error
SIMP J21543454-1055308 W4,only upper error
2MASS J21544859-7459134 W4,only upper error
2MASS J21555848+2345307 W3,only upper error
2MASS J21555848+2345307 W4,only upper error
2MASS J21572060+8340575 W4,only upper error
2MASS J21574904-5534420 W4,only upper error
WISEPC J215751.38+265931.4 W3,only upper error
WISEPC J215751.38+265931.4 W4,only upper error
2MASS J21580457-1550098 W4,only upper error
SDSS J215817.69+000300.3 W3,only upper error
SDSS J215817.69+000300.3 W4,only upper error
LSPM J2158+6117 W4,only upper error
PSO J329.8288+03.0840 W3,only upper error
PSO J329.8288+03.0840 W4,only upper error
ULAS J215920.00+003309.7 W3,only upper error
ULAS J215920.00+003309.7 W4,only upper error
WISE J215949.48-480854.9 W3,only upper error
WISE J215949.48-480854.9 W4,only upper error
DENIS J220002.0-303832A W4,only upper error
PSO J330.3214+32.3686 W4,only upper error
2MASS J22021125-1109461 W4,only upper error
2MASS J22025794-5605087 W4,only upper error
WISEA J220304.18+461923.4 W3,only upper error
WISEA J220304.18+461923.4 W4,only upper error
SDSS J220517.48-003710.3 W3,only upper error
SDSS J220517.48-003710.3 W4,only upper error
2MASS J22062157-6116284 W3,only upper error
2MASS J22062157-6116284 W4,only upper error
PSO J331.6058+33.0207 W3,only upper error
PSO J331.6058+33.0207 W4,only upper error
2MASSW J2206450-421721 W4,only upper error
PSO J331.9397-07.0570 W3,only upper error
PSO J331.9397-07.0570 W4,only upper error
2MASSW J2208136+292121 W3,only upper error
2MASSW J2208136+292121 W4,only upper error
WISE J220905.73+271143.9 W4,only upper error
ULAS J220917.12-005259.9 W3,only upper error
ULAS J220917.12-005259.9 W4,only upper error
2MASS J22092183-2711329 W4,only upper error
WISEPC J220922.10-273439.5 W3,only upper error
WISEPC J220922.10-273439.5 W4,only upper error
GRH 2208-20 W4,only upper error
WISE J221140.52-475826.5 W4,only upper error
PM I22118-1005B W3,only upper error
PM I22118-1005B W4,only upper error
2MASS J22114470+6856262 W3,only upper error
2MASS J22114470+6856262 W4,only upper error
2MASS J22120703+3430351 W4,only upper error
WISEA J221216.27-693121.6 W3,only upper error
WISEA J221216.27-693121.6 W4,only upper error
CFBDS J221336.00-000333.0 W3,only upper error
CFBDS J221336.00-000333.0 W4,only upper error
2MASS J22134491-2136079 W4,only upper error
WISEPC J221354.69+091139.4 W3,only upper error
WISEPC J221354.69+091139.4 W4,only upper error
2MASSI J2214506-131959 W4,only upper error
2MASS J22153705+2110554 W4,only upper error
PSO J334.1193+19.8800 W3,only upper error
PSO J334.1193+19.8800 W4,only upper error
PSO J334.2624+28.9438 W3,only upper error
PSO J334.2624+28.9438 W4,only upper error
SDSS J221743.53+000253.8 W3,only upper error
SDSS J221743.53+000253.8 W4,only upper error
WISEA J221841.38+143003.4 W3,only upper error
WISEA J221841.38+143003.4 W4,only upper error
WISEA J221859.33+114644.4 W3,only upper error
WISEA J221859.33+114644.4 W4,only upper error
ULAS J221904.07+063059.1 W3,only upper error
ULAS J221904.07+063059.1 W4,only upper error
PSO J334.8034+11.2278 W3,only upper error
PSO J334.8034+11.2278 W4,only upper error
2MASS J22191486-6828018 W4,only upper error
SDSS J222000.97+121436.5 W3,only upper error
SDSS J222000.97+121436.5 W4,only upper error
WISEA J222013.75-361709.5 W3,only upper error
WISEA J222013.75-361709.5 W4,only upper error
PHL 5038B,missing wise designation name
PHL 5038B,missing proper motion values
PHL 5038B W1,only upper error
PHL 5038B W2,only upper error
PHL 5038B W3,only upper error
PHL 5038B W4,only upper error
WISE J222055.31-362817.4 W3,only upper error
WISE J222055.31-362817.4 W4,only upper error
WISE J222219.93+302601.4 W3,only upper error
WISE J222219.93+302601.4 W4,only upper error
TVLM 890-60235 W3,only upper error
TVLM 890-60235 W4,only upper error
WISEA J222409.64-185242.1 W3,only upper error
WISEA J222409.64-185242.1 W4,only upper error
2MASSW J2224438-015852 W4,only upper error
WISEPC J222623.05+044003.9 W3,only upper error
WISEPC J222623.05+044003.9 W4,only upper error
2MASS J22264440-7503425 W4,only upper error
ULAS J222711-004547 W3,only upper error
ULAS J222711-004547 W4,only upper error
PSO J336.9036-18.9148 W3,only upper error
PSO J336.9036-18.9148 W4,only upper error
2MASS J22282889-4310262 W4,only upper error
LHS 523 W4,only upper error
PSO J337.4317+16.4213 W3,only upper error
PSO J337.4317+16.4213 W4,only upper error
ULAS J222958.30+010217.2 W3,only upper error
ULAS J222958.30+010217.2 W4,only upper error
CWISEP J223022.60+254907.5 W3,only upper error
CWISEP J223022.60+254907.5 W4,only upper error
WISE J223204.50-573010.5 W4,only upper error
WISEA J223343.53-133140.9 W3,only upper error
WISEA J223343.53-133140.9 W4,only upper error
ULAS J223347.82+002214.0 W3,only upper error
ULAS J223347.82+002214.0 W4,only upper error
2MASS J22351658-3844154 W4,only upper error
PSO J338.8587+31.4729 W3,only upper error
PSO J338.8587+31.4729 W4,only upper error
2MASS J22353560-5906306 W4,only upper error
LP 460-44 W4,only upper error
SDSS J223550.14+122737.3 W3,only upper error
SDSS J223550.14+122737.3 W4,only upper error
WISE J223617.59+510551.9 W4,only upper error
2MASS J22362452+4751425 b,missing wise designation name
2MASS J22362452+4751425 b,missing proper motion values
2MASS J22362452+4751425 b W1,only upper error
2MASS J22362452+4751425 b W2,only upper error
2MASS J22362452+4751425 b W3,only upper error
2MASS J22362452+4751425 b W4,only upper error
ULAS J223636.89+011132.3 W3,only upper error
ULAS J223636.89+011132.3 W4,only upper error
WISE J223720.39+722833.8 W4,only upper error
WISEPC J223729.53-061434.2 W3,only upper error
WISEPC J223729.53-061434.2 W4,only upper error
G 216-7B,missing proper motion values
G 216-7B W4,only upper error
ULAS J223756.91+071656.8 W3,only upper error
ULAS J223756.91+071656.8 W4,only upper error
2MASSI J2238074+435317 W4,only upper error
CFBDS J223856.30+034947.0 W3,only upper error
CFBDS J223856.30+034947.0 W4,only upper error
WISEPC J223937.55+161716.2 W4,only upper error
2MASS J22400144+0532162 W4,only upper error
ULAS J224051.81+000822.0 W3,only upper error
ULAS J224051.81+000822.0 W4,only upper error
WISEA J224128.33+043459.3 W3,only upper error
WISEA J224128.33+043459.3 W4,only upper error
2MASS J22425317+2542573 W4,only upper error
2MASS J22431696-5932206 W4,only upper error
WISEA J224319.56-145857.3 W3,only upper error
WISEA J224319.56-145857.3 W4,only upper error
2MASSW J2244316+204343 W4,only upper error
2MASS J22444905-3045535 W4,only upper error
PSO J341.4606-28.7798 W3,only upper error
PSO J341.4606-28.7798 W4,only upper error
HIP 112422B,missing wise designation name
HIP 112422B,missing proper motion values
HIP 112422B W1,only upper error
HIP 112422B W2,only upper error
HIP 112422B W3,only upper error
HIP 112422B W4,only upper error
PSO J341.7509-15.1075 W3,only upper error
PSO J341.7509-15.1075 W4,only upper error
2MASS J22490917+3205489 W4,only upper error
PSO J342.3797-16.4665 W3,only upper error
PSO J342.3797-16.4665 W4,only upper error
SDSSp J224953.45+004404.2 W3,only upper error
SDSSp J224953.45+004404.2 W4,only upper error
ULAS J225016.39+080822.4 W3,only upper error
ULAS J225016.39+080822.4 W4,only upper error
ULAS J225114.89-000724.4 W3,only upper error
ULAS J225114.89-000724.4 W4,only upper error
2MASSI J2252014-181558 W4,only upper error
DENIS-P J225210.73-173013.4 W4,only upper error
WISEA J225404.16-265257.5 W3,only upper error
WISEA J225404.16-265257.5 W4,only upper error
2MASSI J2254188+312349 W4,only upper error
NLTT 55219B,missing wise designation name
NLTT 55219B,missing proper motion values
NLTT 55219B W1,only upper error
NLTT 55219B W2,only upper error
NLTT 55219B W3,only upper error
NLTT 55219B W4,only upper error
2MASS J22551861-5713056 W4,only upper error
SDSSp J225529.09-003433.4 W3,only upper error
SDSSp J225529.09-003433.4 W4,only upper error
WISEPC J225540.74-311841.8 W3,only upper error
WISEPC J225540.74-311841.8 W4,only upper error
ULAS J225630.91+072439.0 W3,only upper error
ULAS J225630.91+072439.0 W4,only upper error
ULAS J225649.51+005452.5,missing wise designation name
ULAS J225649.51+005452.5,missing proper motion values
ULAS J225649.51+005452.5 W1,only upper error
ULAS J225649.51+005452.5 W2,only upper error
ULAS J225649.51+005452.5 W3,only upper error
ULAS J225649.51+005452.5 W4,only upper error
SDSS J225913.88-005158.2 W3,only upper error
SDSS J225913.88-005158.2 W4,only upper error
PSO J344.8146+20.1917 W3,only upper error
PSO J344.8146+20.1917 W4,only upper error
ULAS J230049.08+070338.0 W3,only upper error
ULAS J230049.08+070338.0 W4,only upper error
PSO J345.2949+07.7665 W3,only upper error
PSO J345.2949+07.7665 W4,only upper error
WISE J230133.32+021635.0 W3,only upper error
WISE J230133.32+021635.0 W4,only upper error
ULAS J230203.04+070038.8 W3,only upper error
ULAS J230203.04+070038.8 W4,only upper error
WISE J230228.68-713441.6 W3,only upper error
WISE J230228.68-713441.6 W4,only upper error
WISEA J230329.45+315022.7 W4,only upper error
WISE J230356.79+191432.9 W3,only upper error
WISE J230356.79+191432.9 W4,only upper error
ULAS J230358.64+005807.3 W3,only upper error
ULAS J230358.64+005807.3 W4,only upper error
ULAS J230434.41+080401.4 W3,only upper error
ULAS J230434.41+080401.4 W4,only upper error
PSO J346.3203-11.1654 W3,only upper error
PSO J346.3203-11.1654 W4,only upper error
ULAS J230601.02+130225.0 W3,only upper error
ULAS J230601.02+130225.0 W4,only upper error
PSO J346.5281-15.9406 W3,only upper error
PSO J346.5281-15.9406 W4,only upper error
2MASS J23062928-0502285 W4,only upper error
SSSPM J2307-5009 W4,only upper error
SDSS J230722.58-005746.6 W3,only upper error
SDSS J230722.58-005746.6 W4,only upper error
2MASS J23072655+8753294 W4,only upper error
HR 8799b,missing wise designation name
HR 8799b,missing proper motion values
HR 8799b W1,only upper error
HR 8799b W2,only upper error
HR 8799b W3,only upper error
HR 8799b W4,only upper error
HR 8799c,missing wise designation name
HR 8799c,missing proper motion values
HR 8799c W1,only upper error
HR 8799c W2,only upper error
HR 8799c W3,only upper error
HR 8799c W4,only upper error
HR 8799d,missing wise designation name
HR 8799d,missing proper motion values
HR 8799d W1,only upper error
HR 8799d W2,only upper error
HR 8799d W3,only upper error
HR 8799d W4,only upper error
HR 8799e,missing wise designation name
HR 8799e,missing proper motion values
HR 8799e W1,only upper error
HR 8799e W2,only upper error
HR 8799e W3,only upper error
HR 8799e W4,only upper error
DENIS J2308113-272200 W4,only upper error
WISEA J230930.58+145633.1 W3,only upper error
WISEA J230930.58+145633.1 W4,only upper error
SSSPM J2310-1759 W4,only upper error
ULAS J231236.55+000602.3 W4,only upper error
WISEPA J231336.40-803700.3 W4,only upper error
2MASS J23140244+6939368 W4,only upper error
PSO J348.8808+06.2873 W4,only upper error
2MASS J23155665-4747315 W3,only upper error
2MASS J23155665-4747315 W4,only upper error
ULAS J231557.61+132256.2 W3,only upper error
ULAS J231557.61+132256.2 W4,only upper error
ULAS J231645.70+010012.5 W3,only upper error
ULAS J231645.70+010012.5 W4,only upper error
PSO J349.3359+32.0532 W3,only upper error
PSO J349.3359+32.0532 W4,only upper error
2MASS J23174712-4838501 W4,only upper error
2MASS J23185497-1301106 W3,only upper error
2MASS J23185497-1301106 W4,only upper error
ULAS J231856.24+043328.5 W3,only upper error
ULAS J231856.24+043328.5 W4,only upper error
WISE J231921.92+764544.4 W4,only upper error
WISEPC J231939.13-184404.3 W3,only upper error
WISEPC J231939.13-184404.3 W4,only upper error
2MASS J2320292+412341 W4,only upper error
ULAS J232035.28+144829.8 W3,only upper error
ULAS J232035.28+144829.8 W4,only upper error
2MASS J23211254-1326282 W4,only upper error
ULAS J232122.72-004557.3 W3,only upper error
ULAS J232122.72-004557.3 W4,only upper error
ULAS J232123.79+135454.9 W3,only upper error
ULAS J232123.79+135454.9 W4,only upper error
PSO J350.4673-19.0783 W3,only upper error
PSO J350.4673-19.0783 W4,only upper error
WISEA J232219.45-140726.2,missing proper motion values
WISEA J232219.45-140726.2 W3,only upper error
WISEA J232219.45-140726.2 W4,only upper error
2MASS J23224684-3133231,"duplicate, already ingested"
2MASS J23224684-3133231 W4,only upper error
2MASS J23225299-6151275 W4,only upper error
ULAS J232259.58+000541.5 W3,only upper error
ULAS J232259.58+000541.5 W4,only upper error
CFBDS J232304.41-015232.3 W3,only upper error
CFBDS J232304.41-015232.3 W4,only upper error
2MASS J23231347-0244360 W4,only upper error
ULAS J232315.39+071931.0 W3,only upper error
ULAS J232315.39+071931.0 W4,only upper error
CFBDS J232449.19-045736.5 W3,only upper error
CFBDS J232449.19-045736.5 W4,only upper error
