name,name_simbadable,ref_discovery,ra_j2000_formula,dec_j2000_formula,source_j2000_formula,glon_j2000,glat_j2000,literature_flag,ref_literature_flag,exoplanet,multiplesystem_unresolved_in_this_table,multiplesystem_resolved_in_this_table,has_higher_mass_companion,sep_companion,youth_evidence,age_category,age_category_justification,age_singlevalue_gyr_formula,age_distribution_gyr_formula,designation_P1_formula,ra_j2000_P1,dec_j2000_P1,ra_epoch_P1,dec_epoch_P1,epoch_mjd_P1,ref_radec_P1,g_P1,gerr_P1,g_nphot_P1,g_src_P1,ref_g_P1,r_P1,rerr_P1,r_nphot_P1,r_src_P1,ref_r_P1,i_P1,ierr_P1,i_nphot_P1,i_src_P1,ref_i_P1,z_P1,zerr_P1,z_nphot_P1,z_src_P1,ref_z_P1,y_P1,yerr_P1,y_nphot_P1,y_src_P1,ref_y_P1,BP_Gaia,BPerr_Gaia,G_Gaia,Gerr_Gaia,RP_Gaia,RPerr_Gaia,ref_photom_Gaia,designation_2mass,ra_epoch_2mass,dec_epoch_2mass,epoch_2mass,J_2MASS,Jerr_2MASS,ref_J_2MASS,H_2MASS,Herr_2MASS,ref_H_2MASS,Ks_2MASS,Kserr_2MASS,ref_Ks_2MASS,Cflg_2MASS,designation_MKO,Y_MKO,Yerr_MKO,ref_Y_MKO,J_MKO,Jerr_MKO,ref_J_MKO,H_MKO,Herr_MKO,ref_H_MKO,K_MKO,Kerr_MKO,ref_K_MKO,Lp_MKO,Lperr_MKO,ref_Lp_MKO,Mp_MKO,Mperr_MKO,ref_Mp_MKO,designation_WISE,ra_j2000_WISE,dec_j2000_WISE,ra_epoch_WISE,dec_epoch_WISE,ref_astrom_WISE,W1,W1err,chi2_W1,ref_W1,W2,W2err,chi2_W2,ref_W2,W3,W3err,chi2_W3,ref_W3,W4,W4err,chi2_W4,ref_W4,flag_WISE,nb_AllWISE,neigh_AllWISE,ch1,ch1err,ch2,ch2err,ref_Spitzer,plx_formula,plxerr_formula,ref_plx_formula,pmra_formula,pmraerr_formula,pmdec_formula,pmdecerr_formula,ref_pm_formula,rv_formula,rverr_formula,ref_rv_formula,plx_lit,plxerr_lit,ref_plx_lit,pmra_lit,pmraerr_lit,pmdec_lit,pmdecerr_lit,pm_lit,pmerr_lit,angle_lit,angleerr_lit,ref_pm_lit,rv_lit,rverr_lit,ref_rv_lit,plx_UKIRT,plxerr_UKIRT,pmra_UKIRT,pmraerr_UKIRT,pmdec_UKIRT,pmdecerr_UKIRT,ref_plx_UKIRT,astrom_Gaia,ra_j2000_Gaia,dec_J2000_Gaia,ra_epoch_Gaia,dec_epoch_Gaia,plx_Gaia,plxerr_Gaia,pmra_Gaia,pmraerr_Gaia,pmdec_Gaia,pmdecerr_Gaia,RUWE_Gaia,nep_Gaia,rv_Gaia,rverr_Gaia,flags_Gaia,sourceID_Gaia_DR3,sourceID_Gaia_DR2,pmra_P1,pmraerr_P1,pmdec_P1,pmdecerr_P1,ref_pm_P1,pmra_catwise,pmraerr_catwise,pmdec_catwise,pmdecerr_catwise,grav_opt,ref_grav_opt,grav_ir,ref_grav_ir,spt_opt,ref_spt_opt,spt_ir,ref_spt_ir,sptnum_opt_formula,sptnum_ir_formula,sptnum_formula,sptnumabs_formula,dist_plx_formula,disterr_plx_formula,sptnum_photdist_formula,dist_J_2MASS_formula,disterr_J_2MASS_formula,dist_J_MKO_formula,disterr_J_MKO_formula,dist_Ks_2MASS_formula,disterr_Ks_2MASS_formula,dist_K_MKO_formula,disterr_K_MKO_formula,dist_W2_formula,disterr_W2_formula,dist_formula,disterr_formula,dist_formula_source,note,Best21_vollim_sample,Best24_vollim_sample,name_simbad,ra_j2000_simbad,dec_j2000_simbad,ref_radec_j2000_simbad,pmra_simbad,pmraerr_simbad,pmdec_simbad,pmdecerr_simbad,ref_pm_simbad,plx_simbad,plxerr_simbad,ref_plx_simbad,identifiers_simbad,firstref_simbad,pmra_P1_PV34,pmraerr_P1_PV34,pmdec_P1_PV34,pmdecerr_P1_PV34,ref_pm_P1_PV34,banyan_sigma_results,banyan_sigma_max_hypo_young,banyan_sigma_max_prob_young,banyan_sigma_input_params,name_simpleDB,url_simpleDB,ra_20240204_formula,dec_20240204_formula,source_radec_20240204_formula,gucds_shortname
SSSPM J1444-2019,SSSPM J1444-2019,Scho04c,221.0847,-20.3237,Gaia23,335.8194,35.2379,subd,Scho04c,N,N,N,N,NaN,N,subd,Scho04c,10,8-12,PSO J221.0731-20.3310,NaN,NaN,221.0731,-20.3311,56462.96,Magn20,NaN,NaN,NaN,null,null,19.3060,0.0250,9,R,Cham16,16.0910,0.0520,12,R,Best18,NaN,NaN,NaN,null,null,14.0630,0.0150,8,R,Best18,20.2897,0.1052,16.6528,0.0033,15.0841,0.0050,Gaia23,2MASS J14442067-2019222,NaN,NaN,null,12.546,0.026,Cutr03,12.142,0.026,Cutr03,11.933,0.026,Cutr03,000,null,13.326,0.058,Best21,12.560,0.030,Fahe12,12.140,0.030,Fahe12,11.930,0.030,Fahe12,NaN,NaN,null,NaN,NaN,null,CWISE J144417.38-201953.4,221.0851398,-20.3235742,221.0714738,-20.3321195,Maro21,11.593,0.008,8.700,Maro21,11.360,0.006,14.100,Maro21,11.061,0.108,1.070,Cutr13,8.788,NaN,0.958,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,58.14,0.12,Gaia23,-2908.63,0.14,-1960.92,0.13,Gaia23,NaN,NaN,null,57.80,0.56,Dahn17,-2931.68,3.34,-1911.14,5.11,3499.60,0.30,236.90,0.10,Dahn17,92761.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,221.0847473,-20.3237457,221.0709550,-20.3324612,58.1427,0.1227,-2908.634,0.140,-1960.916,0.125,0.963,14,NaN,NaN,null,6281432246412503424,6281432246412144384,-2905.4,0.9,-1963.6,2.1,Best18,-2995.6,12.9,-1997.6,6.6,null,null,null,null,d/sdM9,Burg07a,d/sdM7,Bard14,-9,-7,-9,9,17.2,0.04,9.0,17.7,3.1,17.8,2.6,23.4,4.0,22.3,3.0,21.5,2.0,17.2,0.04,dist_plx_formula,null,N,N,SSSPM J1444-2019,221.0847404,-20.3237455,Gaia21a,-2908.634,0.140,-1960.916,0.125,Gaia21a,58.1427,0.1227,Gaia21a,2MASS J14442067-2019222|SSSPM J1444-2019|TIC 309138944|WISEA J144418.19-201945.6|WISE J144418.20-201945.6|Gaia DR2 6281432246412144384|Gaia DR3 6281432246412503424,Scho04c,NaN,NaN,NaN,NaN,null,FIELD (99.9%),118TAU,0.000,pm+trig-plx,2MASSJ14442067-2019222,https://simple-bd-archive.org/solo_result/2MASSJ14442067-2019222,221.0640,-20.3369,Gaia23,J1444-2019
ULAS J144458.87+105531.1,ULAS J144458.87+105531.1,Burn10b,221.2450,10.9267,CatWISE,7.1779,58.7843,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J221.2451+10.9251,NaN,NaN,221.2451,10.9251,56028.75,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,ULAS J144458.87+105531.1,19.796,0.099,Lawr12,18.820,0.040,Burn10b,18.910,0.030,Burn10b,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J144458.78+105529.7,221.2450378,10.9266549,221.2449354,10.9248172,Maro21,18.437,0.159,0.658,Maro21,17.362,0.208,0.824,Maro21,NaN,NaN,NaN,null,NaN,NaN,NaN,null,00,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,-185,12,-138,12,Burn13,NaN,NaN,null,NaN,NaN,null,-185.13,12.32,-137.62,11.88,230.68,12.17,233.37,2.99,Burn13,265.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,-23.5,159.2,-429.6,178.7,null,null,null,null,null,null,T5,Burn10b,NaN,25,25,25,NaN,NaN,25.0,NaN,NaN,76.1,15.1,NaN,NaN,NaN,NaN,86.7,15.2,87,15,dist_W2_formula,MKO photometry all from UKIDSS.,N,N,ULAS J144458.87+105531.1,221.2452960,10.9253020,Lawr13,-185.130,12.320,-137.620,11.880,Burn13,NaN,NaN,null,ULAS J144458.87+105531.1|ULAS J144458.87+105531.0,Burn10b,NaN,NaN,NaN,NaN,null,FIELD (99.9%),ABDMG,0.000,pm+phot-plx,ULAS J144458.87+105531.1,https://simple-bd-archive.org/solo_result/ULAS%20J144458.87%2B105531.1,221.2438,10.9257,CatWISE;Burn13,J1444+1055
ULAS J144555.24+125735.1,ULAS J144555.24+125735.1,Burn10b,221.4798,12.9599,CatWISE,10.7341,59.7239,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,ULAS J144555.24+125735.1,20.030,0.040,Burn10b,18.560,0.050,Burn10b,19.100,0.050,Burn10b,19.050,0.040,Burn10b,NaN,NaN,null,NaN,NaN,null,CWISE J144555.07+125737.8,221.4798117,12.9599356,221.4795071,12.9604767,Maro21,18.734,0.219,0.594,Maro21,16.804,0.125,0.829,Maro21,NaN,NaN,NaN,null,NaN,NaN,NaN,null,00,NaN,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,null,-369,15,109,15,Burn13,NaN,NaN,null,NaN,NaN,null,-369.47,15.11,108.78,14.93,385.15,15.10,286.41,2.22,Burn13,240.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,-69.4,140.1,126.5,166.1,null,null,null,null,null,null,T6.5,Burn10b,NaN,26.5,26.5,26.5,NaN,NaN,26.5,NaN,NaN,50.9,10.1,NaN,NaN,52.0,12.7,56.3,8.9,56,9,dist_W2_formula,MKO photometry all from UKIDSS.,N,N,ULAS J144555.24+125735.1,221.4801750,12.9597430,Lawr13,-369.470,15.110,108.780,14.930,Burn13,NaN,NaN,null,ULAS J144555.24+125735.1|ULAS J144555.24+125735.0,Burn10b,NaN,NaN,NaN,NaN,null,FIELD (99.9%),CARN,0.000,pm+phot-plx,ULAS J144555.24+125735.1,https://simple-bd-archive.org/solo_result/ULAS%20J144555.24%2B125735.1,221.4773,12.9607,CatWISE;Burn13,J1445+1257
SDSSp J144600.60+002452.0,2MASS J14460061+0024519,Geba02,221.5025,0.4144,PS1,353.5316,51.6608,null,null,N,N,N,N,NaN,N,FLD-G,UCS+BANYAN;UCS_23b,2.98,2.98(+4.07/-2.08),PSO J221.5031+00.4141,221.5025,0.4144,221.5031,0.4142,56071.19,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.7608,0.0233,20,C,Cham16,18.9476,0.0084,12,C,Cham16,17.8917,0.0192,11,C,Cham16,22.1952,0.4874,20.9671,0.0189,19.4519,0.0983,Gaia23,2MASS J14460061+0024519,221.502565,0.414435,2000-04-07,15.894,0.082,Cutr03,14.514,0.053,Cutr03,13.935,0.053,Cutr03,000,ULAS J144600.70+002451.4,16.895,0.014,Lawr12,15.580,0.007,WFAU19,14.657,0.005,Lawr12,13.921,0.005,Lawr12,NaN,NaN,null,NaN,NaN,null,CWISE J144600.78+002450.9,221.5025497,0.4143885,221.5032752,0.4141361,Maro21,13.238,0.013,0.596,Maro21,12.944,0.010,0.979,Maro21,12.358,0.381,0.969,Cutr13,9.183,NaN,0.814,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,45,3,Vrba04,180.2,2.8,-66.9,2.6,Best18,NaN,NaN,null,45.46,3.25,Vrba04,179.60,6.70,-65.58,4.07,191.20,7.00,110.06,1.05,Vrba04,218.10,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,221.5033264,0.4141248,221.5033264,0.4141248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,NaN,null,3651567970855417088,3651567970855417088,180.2,2.8,-66.9,2.6,Best18,169.6,5.1,-59.0,5.5,null,null,FLD-G,UCS_23b,L6,Hawl02,L5,Knap04,16,15,16,16,22.2,1.5,16.0,24.6,3.7,22.6,3.6,22.6,3.6,23.4,3.2,22.4,3.3,22.2,1.5,dist_plx_formula,Bard14 find near-IR spectral type L4.2.,Y,Y,2MASS J14460061+0024519,221.5025650,0.4144350,Cutr03,202.900,10.900,-100.400,10.800,Fahe12,46.7000,14.6000,Fahe12,2MASS J14460061+0024519|BRLT 258|SDSS J144600.59+002451.9|SDSS J144600.60+002452.0|TIC 368789182|ULAS J144600.70+002451.4|WISEA J144600.73+002451.2|WISEP J144600.73+002451.2|WISE J144600.73+002451.2|Gaia DR2 3651567970855417088,Geba02,190.77,5.34,-57.25,5.02,Magn20,FIELD (99.9%),USCO,0.000,pm+trig-plx,SDSSp J144600.60+002452.0,https://simple-bd-archive.org/solo_result/SDSSp%20J144600.60%2B002452.0,221.5037,0.4139,PS1;Best18,J1446+0024
CWISEP J144606.62-231717.8,CWISE J144606.58-231719.0,Meis20a,221.5307,-23.2844,CatWISE,334.4272,32.4809,photSpT,Meis20a,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,17.860,NaN,Meis20a,null,null,NaN,NaN,null,22.360,NaN,Meis20a,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J144606.58-231719.0,221.5307306,-23.2844029,221.5274114,-23.2885707,Maro21,19.648,NaN,0.661,Maro21,15.955,0.072,0.760,Maro21,NaN,NaN,NaN,null,NaN,NaN,NaN,null,00,NaN,NaN,18.91,0.05,15.92,0.02,Maro20a,96,14,Kirk21,-800,50,-913,24,Kirk21,NaN,NaN,null,95.60,13.90,Kirk21,-796.10,48.80,-913.00,24.30,1211.34,36.98,221.09,1.90,Kirk21,184.11,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,-712.7,117.4,-974.3,142.7,null,null,null,null,null,null,Y1 (or later),Meis20a,NaN,31,31,31,10.4,1.5,31.0,NaN,NaN,13.2,NaN,3.3,NaN,NaN,NaN,14.3,2.2,10.4,1.5,dist_plx_formula,null,N,Y,CWISE J144606.58-231719.0,221.5274034,-23.2886284,Maro21,-860.000,69.000,-954.000,69.000,Meis20a,NaN,NaN,null,CWISE J144606.58-231719.0|CWISEP J144606.62-231717.8,Eise20,NaN,NaN,NaN,NaN,null,FIELD (99.0%); ABDMG (1.0%),ABDMG,0.010,pm+trig-plx,CWISEP J144606.62-231717.8,https://simple-bd-archive.org/solo_result/CWISEP%20J144606.62-231717.8,221.5249,-23.2905,CatWISE;Kirk21,null
2MASS J14480337+1554149,LP  441-17,Cruz03,222.0138,15.9042,Gaia23,16.3970,60.7432,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J222.0119+15.9044,222.0138,15.9041,222.0120,15.9045,55660.62,Magn20,19.5367,0.0101,8,C,Cham16,18.1016,0.0094,11,C,Cham16,15.7534,0.0042,6,C,Cham16,14.6304,0.0033,12,C,Cham16,14.0169,0.0061,8,C,Cham16,19.1981,0.0433,16.4101,0.0031,14.9545,0.0049,Gaia23,2MASS J14480337+1554149,222.014082,15.904163,1998-05-03,12.483,0.023,Cutr03,11.840,0.022,Cutr03,11.475,0.020,Cutr03,000,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J144802.65+155416.6,222.0139471,15.9041377,222.0112912,15.9045873,Maro21,11.317,0.012,1.070,Maro21,11.117,0.008,1.010,Maro21,10.727,0.091,0.917,Cutr13,9.287,NaN,1.080,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,33.94,0.08,Gaia23,-556.66,0.09,90.43,0.08,Gaia23,NaN,NaN,null,NaN,NaN,null,-536.00,19.00,118.00,19.00,548.84,19.00,282.42,1.98,Luyt79b,170.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,O,222.0137939,15.9041901,222.0112152,15.9045925,33.9372,0.0794,-556.659,0.085,90.431,0.077,1.162,18,NaN,NaN,null,1186575463884570496,1186575463884570496,-555.0,1.7,97.9,1.7,Best18,-597.1,2.7,105.1,2.7,null,null,null,null,M7,Cruz03,null,null,7,NaN,7,7,29.46,0.07,7.0,23.9,4.2,NaN,NaN,24.1,4.1,NaN,NaN,22.6,2.1,29.46,0.07,dist_plx_formula,null,N,N,LP  441-17,222.0137947,15.9041904,Gaia21a,-556.659,0.085,90.431,0.077,Gaia21a,33.9372,0.0794,Gaia21a,LHS  2980|LP  441-17|LSPM J1448+1554|2MASS J14480337+1554149|2MASSI J1448033+155414|2MUCD 11248|NLTT 38424|TIC 119666730|USNO-B1.0 1059-00236627|WISEA J144802.90+155416.0|Gaia DR2 1186575463884570496|Gaia DR3 1186575463884570496,Luyt79a,-572.47,11.28,105.47,4.32,Magn20,FIELD (99.9%),TAU,0.000,pm+trig-plx,2MASS J14480337+1554149,https://simple-bd-archive.org/solo_result/2MASS%20J14480337%2B1554149,222.0099,15.9048,Gaia23,J1448+1554
WISE J144806.48-253420.3,WISE J144806.48-253420.3,Thom13,222.0269,-25.5700,CatWISE,333.5344,30.2792,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),null,NaN,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,19.210,0.120,Thom13,NaN,NaN,null,NaN,NaN,null,null,null,NaN,NaN,null,18.900,0.020,Best20,18.910,0.120,Kirk19,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,CWISE J144806.51-253424.2,222.0268999,-25.5699834,222.0271475,-25.5734159,Maro21,18.998,0.329,0.769,Maro21,15.177,0.036,1.090,Maro21,12.535,NaN,0.866,Cutr13,8.447,NaN,0.868,Cutr13,0000,1,0,17.20,0.06,15.09,0.02,Thom13,54.8,2.1,Kirk21,132.2,1,-745.5,1,Kirk21,NaN,NaN,null,54.80,2.10,Kirk21,132.20,1.00,-745.50,1.00,757.13,1.00,169.94,0.08,Kirk21,155.63,NaN,null,47.7,3.4,124.8,3.1,-738.5,3.0,Best20,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,NaN,NaN,NaN,NaN,null,52.2,52.0,-802.4,49.8,null,null,null,null,null,null,T8,Thom13,NaN,28,28,28,18.2,0.7,28.0,33.9,6.5,31.9,6.3,NaN,NaN,NaN,NaN,21.0,3.1,18.2,0.7,dist_plx_formula,null,Y,Y,WISE J144806.48-253420.3,222.0270410,-25.5723320,Cutr12,124.800,3.100,-738.500,3.000,Best20,47.7000,3.4000,Best20,WISEA J144806.48-253420.5|WISE J144806.48-253420.3,Thom13,NaN,NaN,NaN,NaN,null,FIELD (99.9%),TAU,0.000,pm+trig-plx,WISE J144806.48-253420.3,https://simple-bd-archive.org/solo_result/WISE%20J144806.48-253420.3,222.0279,-25.5750,CatWISE;Kirk21,J1448-2534
ULAS J144812.93-000018.6,BRLT 260,Maro15,222.0540,-0.0049,PS1,353.7095,50.9770,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J222.0537-00.0053,222.0540,-0.0049,222.0538,-0.0054,56294.44,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.7146,0.1038,8,C,Cham16,19.7122,0.0337,10,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,NaN,NaN,null,null,ULAS J144812.93-000018.6,18.870,0.068,Lawr12,17.625,0.027,WFAU19,17.121,0.043,Lawr12,16.553,0.053,Lawr12,NaN,NaN,null,NaN,NaN,null,CWISE J144812.88-000019.5,222.0540762,-0.0049228,222.0536805,-0.0054443,Maro21,15.982,0.027,1.140,Maro21,15.605,0.047,1.100,Maro21,12.691,NaN,1.060,Cutr13,9.179,0.441,0.955,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,NaN,NaN,null,-93,23,-122,27,Maro21,NaN,NaN,null,NaN,NaN,null,-67.8,34.9,-129.3,20.8,146.00,24.31,207.67,12.70,Best18,132.39,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,null,null,null,-67.8,34.9,-129.3,20.8,Best18,-92.5,23.0,-121.9,26.7,null,null,null,null,null,null,L2:,Maro15,NaN,12,12,12,NaN,NaN,12.0,NaN,NaN,126.9,18.8,NaN,NaN,142.4,19.3,111.8,8.6,112,9,dist_W2_formula,null,N,N,BRLT 260,222.0538750,-0.0051830,Lawr13,NaN,NaN,NaN,NaN,null,NaN,NaN,null,BRLT 260|ULAS J144812.93-000018.6,Maro15,-66.86,33.26,-129.32,31.73,Magn20,FIELD (99.9%),ABDMG,0.000,pm+phot-plx,ULAS J144812.93-000018.6,https://simple-bd-archive.org/solo_result/ULAS%20J144812.93-000018.6,222.0534,-0.0057,PS1;Maro21,J1448-0000
TVLM 263-71765,TVLM 263-71765,Tinn93d,152.7510,42.7509,Gaia23,176.5896,54.0338,null,null,N,N,N,N,NaN,N,Field,UCS+BANYAN,2.5,2.5(+4.3/-2),PSO J152.7502+42.7503,152.7510,42.7509,152.7503,42.7504,56384.10,Magn20,21.2245,0.0247,11,C,Cham16,19.8039,0.0247,11,C,Cham16,17.0193,0.0026,27,C,Cham16,15.7118,0.0025,22,C,Cham16,14.9486,0.0032,9,C,Cham16,20.4426,0.0819,17.5994,0.0032,16.0588,0.0061,Gaia23,2MASS J10110024+4245035,152.751015,42.750992,1999-02-21,13.363,0.025,Cutr03,12.723,0.021,Cutr03,12.316,0.021,Cutr03,000,null,14.166,0.056,Best21,13.335,0.025,Best21,12.776,0.021,Best21,12.290,0.021,Best21,NaN,NaN,null,NaN,NaN,null,CWISE J101100.04+424501.1,152.7510242,42.7509911,152.7501981,42.7503169,Maro21,12.087,0.012,0.792,Maro21,11.864,0.009,0.741,Maro21,11.507,0.206,1.020,Cutr13,9.060,NaN,0.953,Cutr13,0000,1,0,NaN,NaN,NaN,NaN,null,29,0.16,Gaia23,-141.15,0.12,-149.76,0.15,Gaia23,7,NaN,West11,31.90,2.90,Tinn95c,-133.57,6.07,-149.39,6.37,200.40,7.30,221.80,1.40,Tinn95c,126.00,NaN,West11,NaN,NaN,NaN,NaN,NaN,NaN,null,O,152.7509918,42.7509346,152.7501373,42.7502708,29.0042,0.1649,-141.152,0.115,-149.759,0.148,1.237,21,NaN,NaN,null,808448501651533312,808448501651533312,-141.3,1.5,-149.0,1.5,Best18,-141.8,3.9,-157.6,4.4,null,null,null,null,M8,West08,M8,Sang23,8,8,8,8,34.48,0.19,8.0,29.9,5.2,28.5,4.2,31.8,5.4,28.9,3.9,29.6,2.7,34.48,0.19,dist_plx_formula,null,N,N,TVLM 263-71765,152.7509978,42.7509357,Gaia21a,-141.152,0.115,-149.759,0.148,Gaia21a,29.0042,0.1649,Gaia21a,LSPM J1011+4245|2MASS J10110024+4245035|2MASSI J1011002+424503|SDSS J101100.20+424502.9|SDSS J101100.21+424503.0|TIC 105534206|TVLM 263-71765|USNO-B1.0 1327-00261409|Gaia DR2 808448501651533312|Gaia DR3 808448501651533312,Tinn93d,-142.45,1.61,-150.26,2.01,Magn20,FIELD (80.7%); ABDMG (19.3%),ABDMG,0.193,pm+trig-plx+rv,TVLM 263-71765,https://simple-bd-archive.org/solo_result/TVLM%20263-71765,152.7497,42.7499,Gaia23,J1011+4245
NLTT 38489B,2MASS J14484645+5610559,Deac14b,222.1936,56.1822,PS1,95.1791,54.1597,null,null,N,N,N,NLTT 38489,6.7,N,NLTT 38489B,system_age,5.6,1.2-10,PSO J222.1925+56.1828,222.1936,56.1822,222.1926,56.1828,56018.07,Magn20,NaN,NaN,NaN,null,null,NaN,NaN,NaN,null,null,20.5690,0.0994,4,C,Cham16,19.3150,0.0477,8,C,Cham16,18.3706,0.0221,11,C,Cham16,NaN,NaN,NaN,NaN,NaN,NaN,null,2MASS J14484645+5610559,222.193554,56.182201,1999-04-05,16.640,0.143,Cutr03,15.789,0.154,Cutr03,15.481,0.154,Cutr03,ccc,null,17.605,0.059,Best21,16.717,0.031,Deac14b,16.147,0.037,Deac14b,15.611,0.059,Best21,NaN,NaN,null,NaN,NaN,null,null,NaN,NaN,NaN,NaN,null,NaN,NaN,NaN,null,NaN,NaN,NaN,null,NaN,NaN,NaN,null,NaN,NaN,NaN,null,null,NaN,NaN,NaN,NaN,NaN,NaN,null,9.06,0.03,Gaia23,-146.3,0.04,176.1,0.04,Gaia23,-14.6,2.9,Gaia23,NaN,NaN,null,-141.00,4.00,170.00,4.00,220.86,4.00,320.33,1.04,Lepi05a,120.00,NaN,null,NaN,NaN,NaN,NaN,NaN,NaN,null,P,222.1932220,56.1840630,222.1920471,56.1848450,9.0609,0.0316,-146.303,0.037,176.100,0.038,1.912,27,-14.56,2.91,M1,1607481743497051008,1607481743497051008,-157.5,5.2,186.1,11.1,Best18,NaN,NaN,NaN,NaN,null,null,null,null,null,null,M9,Deac14b,NaN,9,9,9,110.4,0.4,9.0,116.5,21.8,120.9,17.9,119.7,22.1,121.3,16.5,NaN,NaN,110.4,0.4,dist_plx_formula,"6.7"" from primary (Deac14b).",N,N,2MASS J14484645+5610559,222.1935540,56.1822010,Cutr03,NaN,NaN,NaN,NaN,null,NaN,NaN,null,2MASS J14484645+5610559|TIC 158563922,Deac14b,-160.22,9.55,193.74,12.11,Magn20,FIELD (99.9%),TAU,0.000,pm+trig-plx+rv,NLTT 38489B,https://simple-bd-archive.org/solo_result/NLTT%2038489B,222.1918,56.1833,PS1;Gaia23,J1448+5610
